offset,value
11528,863361626
11532,3479091256
11536,2528033431
11540,1964151487
11544,2548340168
11548,273210731
11552,2973277159
11556,3496595
11560,532456004
11564,2917016545
11568,3893318108
11572,2295363897
11576,3006472000
11580,2868924024
11584,3462446066
11588,3835801715
11592,1703524335
11596,128877854
11600,199039147
11604,3117278910
11608,3048705079
11612,3077414421
11616,851186340
11620,2268647394
11624,4064277154
11628,2610531230
11632,3349383200
11636,3079868825
11640,1257358924
11644,3997974673
11648,3257367597
11652,1486974444
11656,3835528737
11660,745703817
11664,403634204
11668,1226827893
11672,2249361188
11676,591429929
11680,3855190962
11684,3171507268
11688,4041524704
11692,1778844449
11696,767415502
11700,1618560668
11704,1216461015
11708,638087935
11712,1108126836
11716,1981165387
11720,1535025068
11724,2067954963
11728,383175092
11732,3649845012
11736,1153744088
11740,2785870707
11744,1948370655
11748,1859229933
11752,2695704458
11756,3345818537
11760,3268414772
11764,35964284
11768,2109253869
11772,2858119932
11776,1935283815
11780,519874352
11784,3185169988
11788,1777319921
11792,4207699192
11796,4120070391
11800,2197004271
11804,1374429357
11808,1130463104
11812,1091272888
11816,1689628586
11820,67766268
11824,23754839
11828,3618530159
11832,3012183007
11836,2449476638
11840,55345357
11844,130470254
11848,3379614128
11852,2287638865
11856,3866923317
11860,3563879165
11864,3020756874
11868,1580685608
11872,2420226056
11876,2518637383
11880,2682312873
11884,1391619910
11888,4263522664
11892,3408501782
11896,3649507617
11900,98338740
11904,3449283609
11908,1652456396
11912,226988315
11916,2194599411
11920,2810409250
11924,470352054
11928,3757340353
11932,4225261866
11936,1972395709
11940,2898070180
11944,788746553
11948,2846419832
11952,2576112669
11956,4177706575
11960,1746099944
11964,525770414
11968,2468036430
11972,3175081674
11976,1320638793
11980,3827905926
11984,2480997614
11988,4233926300
11992,1985953186
11996,843429657
12000,17176929
12004,3756620808
12008,3014200585
12012,1735735777
12016,191624829
12020,3710419164
12024,3782111023
12028,1650802341
12032,4169187927
12036,3968200058
12040,2347581173
12044,3149821634
12048,3728189728
12052,1118356273
12056,4189750494
12060,2369668622
12064,2995731962
12068,3415599684
12072,3231756198
12076,1805015311
12080,1187173552
12084,2726521358
12088,4048564307
12092,2037285502
12096,2916923477
12100,4250071223
12104,2754713932
12108,3910634398
12112,1168636239
12116,2460482831
12120,3415713310
12124,1559373790
12128,3011368918
12132,1772618964
12136,1082880606
12140,1499144472
12144,2867874648
12148,2529850215
12152,987121117
12156,1738354284
12160,1939391129
12164,593161426
12168,3756037118
12172,2111845617
12176,3542412840
12180,3339930986
12184,2927297608
12188,2424653571
12192,2290843768
12196,1251808883
12200,3586729234
12204,648648728
12208,2878307073
12212,488815892
12216,3310130902
12220,1603753556
12224,1614010033
12228,406651939
12232,2485059
12236,180877852
12240,843032148
12244,2784664836
12248,2251968822
12252,3495146153
12256,918426281
12260,856746954
12264,3141495165
12268,2143578876
12272,735626505
12276,915386257
12280,1391110147
12284,286544361
12288,1236659319
12292,345119979
12296,943270093
12300,4261641219
12304,227456223
12308,1833657037
12312,2058314802
12316,3152810040
12320,1947581736
12324,1939439323
12328,3219832957
12332,3775240201
12336,3950217744
12340,2643194739
12344,3127751398
12348,2570821781
12352,547902078
12356,1077601149
12360,1295649436
12364,3786161507
12368,3692425666
12372,3580872027
12376,145349454
12380,3418598090
12384,4187956892
12388,687132329
12392,27194224
12396,803051171
12400,3560038019
12404,316536991
12408,1010223647
12412,3339617860
12416,473106461
12420,1562518086
12424,603774686
12428,3551184873
12432,3767749027
12436,3002549815
12440,2403346313
12444,174748668
12448,3948411555
12452,3087285244
12456,4094863120
12460,2121705327
12464,1278726750
12468,2095593439
12472,805354420
12476,3009483241
12480,3093980720
12484,3741390931
12488,1600135258
12492,3216075600
12496,1854467645
12500,373194843
12504,377865062
12508,3583487015
12512,3878735917
12516,538809946
12520,472889453
12524,3036295123
12528,1531527971
12532,3080322463
12536,3444128791
12540,2396878456
12544,351373639
12548,1981072125
12552,1643267590
12556,1512419548
12560,2010908160
12564,1012172752
12568,576203511
12572,932812953
12576,1013993620
12580,3081497000
12584,4010459917
12588,652563246
12592,3044504376
12596,2232739074
12600,1488240887
12604,2284989707
12608,2945685149
12612,613650092
12616,3703666578
12620,1121451158
12624,2663446000
12628,2714013425
12632,3837771768
12636,3876418313
12640,3109031035
12644,3551456416
12648,4117617416
12652,3165250305
12656,3714817075
12660,3665412360
12664,2624594170
12668,700486390
12672,1795130780
12676,623060601
12680,1808991246
12684,763132517
12688,656218691
12692,231770457
12696,674220934
12700,2906959128
12704,700003236
12708,2596808749
12712,547229003
12716,3805215250
12720,4247372583
12724,2727007465
12728,3476514147
12732,1196878641
12736,1650814117
12740,774917853
12744,4213500731
12748,3489479160
12752,775957325
12756,2309769512
12760,640360823
12764,3226953648
12768,2196137856
12772,1738143596
12776,2390316153
12780,874246046
12784,2682783308
12788,3262139404
12792,1459857647
12796,1003562067
12800,313049086
12804,243656838
12808,2688239174
12812,836623238
12816,3134021508
12820,1484913222
12824,1857612078
12828,929287500
12832,4033161751
12836,2806384995
12840,2863708262
12844,452197818
12848,726461778
12852,747817326
12856,2296530336
12860,66113967
12864,164788612
12868,586721471
12872,18780087
12876,633532263
12880,2503372799
12884,80577562
12888,2285291657
12892,595102026
12896,3825375249
12900,2903785665
12904,3508378881
12908,993719627
12912,740705012
12916,123864484
12920,3507385326
12924,2230090572
12928,1335256951
12932,3571334226
12936,538964937
12940,2450646504
12944,2798151592
12948,1864386140
12952,3705076080
12956,2764624066
12960,2885340793
12964,3745684633
12968,2930857633
12972,4216233966
12976,1740799471
12980,3479620592
12984,2004221870
12988,2771587553
12992,2368552680
12996,363476889
13000,2796457817
13004,826212591
13008,1864530383
13012,2173851020
13016,2447872060
13020,3743795069
13024,482880770
13028,3331464769
13032,1595789107
13036,1025846970
13040,3597689399
13044,3501721157
13048,3631448124
13052,3628145030
13056,4062605454
13060,83417063
13064,88116744
13068,3510114228
13072,461029848
13076,1893807990
13080,1442702604
13084,3782618039
13088,4097226573
13092,4063102620
13096,871922118
13100,468266774
13104,2060574760
13108,2926832303
13112,3697841618
13116,2498086600
13120,2846206578
13124,246378099
13128,1571374989
13132,1027014341
13136,262346111
13140,4018654385
13144,3384220494
13148,1107230988
13152,3076883022
13156,4038200411
13160,1501930058
13164,2214902337
13168,47752663
13172,3335692068
13176,527876836
13180,177672523
13184,1291200087
13188,4185632219
13192,2514037318
13196,1821213554
13200,3190146606
13204,3928267603
13208,349832891
13212,3624088112
13216,1083461852
13220,3429760079
13224,2426152564
13228,518208492
13232,2221762658
13236,1865846103
13240,8014237
13244,1847608397
13248,4185779096
13252,679686805
13256,2416583059
13260,2649683064
13264,1716536122
13268,3599567355
13272,3974519154
13276,1772943294
13280,702329726
13284,1016891721
13288,1336715506
13292,1887601995
13296,4212119416
13300,3350771585
13304,2115181932
13308,2211607226
13312,997974922
13316,893653576
13320,2306830587
13324,3209141284
13328,265818443
13332,293977783
13336,810670653
13340,25539325
13344,1068640455
13348,301208885
13352,2452178082
13356,3538718127
13360,1917178358
13364,359721146
13368,183133462
13372,3310816384
13376,2236930195
13380,44003112
13384,85956285
13388,1851311974
13392,1878139372
13396,970741903
13400,2765108704
13404,3219939259
13408,1445671955
13412,1429519539
13416,2885996644
13420,305237491
13424,1789382606
13428,3334455949
13432,498855842
13436,968080857
13440,2989982599
13444,2884985810
13448,1711093246
13452,917281961
13456,3042286033
13460,4031022278
13464,3380831918
13468,3704523034
13472,3614489761
13476,2032613105
13480,880146016
13484,1744165576
13488,3209416070
13492,1439929699
13496,3607999189
13500,1912242552
13504,3481247526
13508,2490758787
13512,333073134
13516,2201656381
13520,3711500255
13524,124582016
13528,115600316
13532,1658081291
13536,2006192411
13540,3381847296
13544,327115466
13548,930974367
13552,1698832983
13556,1375785455
13560,2864386197
13564,1448122756
13568,2252198883
13572,3957867809
13576,1305829024
13580,3775728125
13584,2470012126
13588,1950701136
13592,213603319
13596,993572541
13600,760179789
13604,871101836
13608,2488412583
13612,4170834295
13616,767810548
13620,1887806607
13624,2991523761
13628,2968147253
13632,2236102855
13636,1251031404
13640,938883189
13644,1283295126
13648,2987782690
13652,2071939234
13656,4006148384
13660,4165266488
13664,205899426
13668,1023483204
13672,2605603342
13676,3182550266
13680,3640105920
13684,2837990133
13688,3518184646
13692,1203869233
13696,2527214421
13700,353751365
13704,3412954560
13708,3257889424
13712,2445162766
13716,2355462971
13720,649569359
13724,664958915
13728,1367264081
13732,876225550
13736,2705195627
13740,3589222735
13744,2760917794
13748,1805850283
13752,2738795873
13756,4177346200
13760,1731612892
13764,303297280
13768,2701648544
13772,4265366697
13776,2599319430
13780,608049481
13784,96429888
13788,108105091
13792,3884702197
13796,1346309215
13800,2789352862
13804,3733672443
13808,214186917
13812,2381549175
13816,616600437
13820,4160100911
13824,2173222602
13828,1787131979
13832,1404153932
13836,4021637430
13840,974113434
13844,4219188738
13848,2884481706
13852,4139122773
13856,980485847
13860,583782124
13864,3352677771
13868,3566520819
13872,2379762300
13876,1301816628
13880,892288766
13884,1327239347
13888,2112481204
13892,3246779992
13896,1236135752
13900,3351248641
13904,1624038733
13908,1964030400
13912,3872848051
13916,2465346959
13920,2004551197
13924,1377547359
13928,2060567188
13932,472416694
13936,372581047
13940,3416888843
13944,712212076
13948,1972986240
13952,1773358712
13956,3834243197
13960,2041795439
13964,499154679
13968,3673873717
13972,495338322
13976,981779396
13980,4109633486
13984,1432282302
13988,3070077799
13992,3207508476
13996,1992435992
14000,3209783943
14004,1333841693
14008,706709819
14012,191946071
14016,2266890522
14020,1248236180
14024,3011628814
14028,3393792835
14032,483705592
14036,1324106273
14040,596554885
14044,1263332641
14048,1419456522
14052,182206934
14056,3368664984
14060,3172440991
14064,2895402954
14068,2303988591
14072,1619086619
14076,1532739192
14080,2179723964
14084,1003258427
14088,2050891696
14092,1003416593
14096,2812726099
14100,2079668079
14104,2722152119
14108,1813011721
14112,2120811126
14116,593314316
14120,3463416602
14124,62544744
14128,1332925661
14132,4056080515
14136,1679476181
14140,2935380127
14144,2468319731
14148,2091683595
14152,1697269199
14156,384328408
14160,2010481796
14164,2448588113
14168,3296959439
14172,3146523632
14176,4240475855
14180,959772139
14184,2845386641
14188,2010565795
14192,449989231
14196,3135136976
14200,3216997058
14204,3580636985
14208,2396146170
14212,3874667482
14216,578307563
14220,846599297
14224,3522749724
14228,2886216204
14232,2806670197
14236,4291883433
14240,2107326407
14244,4072446548
14248,1158279916
14252,890265463
14256,3864891808
14260,560781985
14264,3767571252
14268,1989348881
14272,3523887572
14276,2786532451
14280,4170189715
14284,2986659679
14288,526192270
14292,3184999702
14296,194412849
14300,878463156
14304,919520408
14308,101311592
14312,3876354276
14316,2376418684
14320,1786796592
14324,519976884
14328,2119515411
14332,372828032
14336,4152272698
14340,3765413270
14344,3741332726
14348,1712577544
14352,2952287455
14356,4170604606
14360,2841597228
14364,2244512464
14368,4213950873
14372,2233996010
14376,2772457848
14380,3593224815
14384,906739405
14388,2830221269
14392,2872113865
14396,340998758
14400,4203769314
14404,3000235541
14408,1754498696
14412,4044025168
14416,1744168833
14420,43654117
14424,120363796
14428,1384706562
14432,3772003398
14436,439262593
14440,2604097696
14444,3117577677
14448,1399599896
14452,2151696405
14456,795148172
14460,3913074236
14464,1861013893
14468,1296571735
14472,2964910796
14476,1266174557
14480,2035152410
14484,1346444685
14488,2508444607
14492,2586161783
14496,1292413180
14500,788048087
14504,1308947773
14508,125314953
14512,2819136150
14516,1121111071
14520,1048551905
14524,71301070
14528,3491578048
14532,1932039098
14536,3667994840
14540,1812066440
14544,2759949957
14548,599461155
14552,2131707389
14556,868714904
14560,3403086143
14564,3667247464
14568,3994367583
14572,1388341139
14576,163046889
14580,2495170462
14584,2539305166
14588,1673966028
14592,3830319409
14596,2101481445
14600,3025711518
14604,2600820302
14608,4259620336
14612,2794297793
14616,3036207232
14620,2045050506
14624,3925097231
14628,2642737106
14632,128441207
14636,1151950168
14640,1239564772
14644,2522191786
14648,3622596075
14652,3475455900
14656,3723083580
14660,2011776638
14664,3878468058
14668,3895225569
14672,2156254745
14676,454149042
14680,1728847915
14684,1424805980
14688,2037932239
14692,231291057
14696,1605604171
14700,3941830268
14704,2103781991
14708,533087249
14712,3571185568
14716,3782335582
14720,2664782983
14724,1378453595
14728,479194613
14732,3031835793
14736,3066248393
14740,2748734458
14744,2865935067
14748,3009334514
14752,200195156
14756,2356557183
14760,783808171
14764,2215199330
14768,4247254514
14772,2856619044
14776,2125210570
14780,2218664817
14784,3355698854
14788,2283237783
14792,1066895684
14796,1802539537
14800,4008661679
14804,2193305619
14808,1550422667
14812,1367687823
14816,739779878
14820,2566261285
14824,1325689092
14828,16192111
14832,1214502655
14836,1031285846
14840,411057604
14844,356313139
14848,3332711874
14852,2820483750
14856,612644787
14860,3181562744
14864,1431299829
14868,2709949784
14872,3781596617
14876,2867261802
14880,997845226
14884,2522284063
14888,1189344547
14892,911465842
14896,993655166
14900,756639158
14904,1362524250
14908,2147843505
14912,3871298741
14916,1833901920
14920,1276857868
14924,1245775163
14928,1074201874
14932,312562082
14936,596249433
14940,2091508997
14944,349684118
14948,1679834592
14952,827303822
14956,3769271164
14960,381500645
14964,3642351460
14968,1794509007
14972,2972098573
14976,3679452651
14980,1808041074
14984,3806835758
14988,2671492112
14992,530560041
14996,1071721457
15000,2186053889
15004,1607364646
15008,2955184592
15012,2062755638
15016,2429125298
15020,2303470258
15024,3326886698
15028,3380359620
15032,3662863324
15036,3721450936
15040,2230119313
15044,1537835258
15048,3807886139
15052,1473845536
15056,1000784798
15060,1539081545
15064,3065222760
15068,110330478
15072,1555351898
15076,3323696879
15080,2783076103
15084,3948438606
15088,1324734918
15092,3103445437
15096,2841839405
15100,4003894517
15104,2466119479
15108,379641712
15112,4106950074
15116,1942240838
15120,276536222
15124,2213232577
15128,3174751935
15132,1076857443
15136,1439217182
15140,3543208872
15144,3048446577
15148,1080040419
15152,4180296829
15156,1020522537
15160,2308066400
15164,3934310826
15168,2613408795
15172,3867761635
15176,272865088
15180,2470279356
15184,3605022022
15188,1245319295
15192,954994871
15196,2613285596
15200,486300388
15204,3619487715
15208,4000033239
15212,381892496
15216,926643958
15220,2954859743
15224,73249502
15228,211385691
15232,177933561
15236,2433038443
15240,2407886952
15244,2452133033
15248,2069881297
15252,2439463928
15256,1255407568
15260,2240640367
15264,2112207587
15268,3592963733
15272,2847013069
15276,2999210817
15280,129067771
15284,412596653
15288,4285807565
15292,1164592665
15296,851388780
15300,4249036041
15304,3474972441
15308,3063307713
15312,4216842843
15316,4101618144
15320,903303284
15324,3035813474
15328,1500588972
15332,1704514794
15336,2527533793
15340,2319260937
15344,1144011976
15348,3247159869
15352,823253967
15356,3621972421
15360,1198750761
15364,3464277828
15368,2079143291
15372,1784050018
15376,2584820628
15380,3025059862
15384,3190227782
15388,4234445896
15392,2917450240
15396,1590480174
15400,1051158144
15404,3856638197
15408,3316524951
15412,1613603326
15416,1397481857
15420,4000973675
15424,285311892
15428,927140860
15432,250761877
15436,1977746145
15440,2208185247
15444,2120182902
15448,1273749221
15452,757416276
15456,3263263916
15460,3928582910
15464,3285421366
15468,1763966384
15472,1221799707
15476,1054526749
15480,1363055340
15484,4221205603
15488,1439077274
15492,410391673
15496,2638820323
15500,4140748189
15504,2747599601
15508,276036846
15512,887326912
15516,3695026458
15520,2932298149
15524,259610528
15528,209827233
15532,36911706
15536,2517150003
15540,1855090817
15544,582223217
15548,2526353888
15552,1556148510
15556,3894720747
15560,1344180524
15564,3358644080
15568,2016235702
15572,274864758
15576,2615107206
15580,48164643
15584,4078069381
15588,3448137276
15592,1355300741
15596,1521545193
15600,892117216
15604,1757802657
15608,3197001889
15612,3682295282
15616,3037115022
15620,1926299941
15624,531094867
15628,1086685629
15632,1081376224
15636,1401426017
15640,299468506
15644,2663555465
15648,3892983272
15652,815642753
15656,2297593748
15660,3512398884
15664,1263873595
15668,1626814662
15672,3389653612
15676,3297269236
15680,1684665798
15684,1299841232
15688,2412613687
15692,325198996
15696,3303931474
15700,2383241829
15704,744853488
15708,962720879
15712,3614127379
15716,2498932813
15720,444986189
15724,3667697537
15728,2373803795
15732,2274296526
15736,1382061702
15740,1024543960
15744,3388533033
15748,2061446470
15752,229463303
15756,342308800
15760,344901808
15764,1840142916
15768,1033572645
15772,1498552810
15776,3675589385
15780,1189224986
15784,1222170510
15788,193667550
15792,2371855713
15796,1137408897
15800,2482867741
15804,619618795
15808,4217234750
15812,2431410601
15816,1156665654
15820,4151578525
15824,314225497
15828,1188239868
15832,2914843707
15836,2641003057
15840,731943613
15844,640688117
15848,436633127
15852,102461812
15856,636318936
15860,756653121
15864,400275940
15868,26514742
15872,3479196152
15876,321130136
15880,2115966783
15884,435464746
15888,1748362208
15892,1432622949
15896,446404588
15900,2210604811
15904,3884432267
15908,2069607053
15912,2876444646
15916,886349683
15920,1134608768
15924,3951103972
15928,1380139426
15932,2845731000
15936,1867701455
15940,3496285300
15944,3753530439
15948,3629195691
15952,2898358086
15956,1993812379
15960,3344450127
15964,3267619105
15968,3067507089
15972,635194330
15976,1522759132
15980,2851437736
15984,603425332
15988,1742831644
15992,3775276923
15996,359869410
16000,2461699348
16004,229712319
16008,665280283
16012,613201020
16016,1745327556
16020,2916586007
16024,2191065231
16028,3820273502
16032,643596828
16036,2115163101
16040,1410657465
16044,2752154716
16048,2766315575
16052,2205370041
16056,299776378
16060,3555201135
16064,909875640
16068,1756366603
16072,3562074723
16076,339052009
16080,3802058844
16084,3323123157
16088,1216964864
16092,2064636368
16096,530515586
16100,396964549
16104,1496611270
16108,4019704517
16112,3042841415
16116,2103300134
16120,3558296164
16124,714179260
16128,1755756723
16132,337490141
16136,3097166955
16140,881402926
16144,3369875065
16148,1930052046
16152,1046229742
16156,2106705215
16160,2934850364
16164,564545742
16168,696188325
16172,2942949342
16176,194536649
16180,3531140695
16184,1138877734
16188,1593596730
16192,3683300714
16196,1667474242
16200,2697510701
16204,1876079600
16208,2503386537
16212,2672153033
16216,1028555310
16220,4055107309
16224,15717222
16228,3611680343
16232,2651818507
16236,3427229502
16240,3799148133
16244,654958766
16248,1489318891
16252,2247126892
16256,3086456004
16260,1869433288
16264,2325428456
16268,2921102191
16272,3937050751
16276,948731058
16280,405917552
16284,2514659582
16288,339768186
16292,2422944461
16296,1762157541
16300,3466557570
16304,2045943503
16308,681195333
16312,2206417657
16316,1472641749
16320,1431143266
16324,1466802902
16328,3196122276
16332,557241282
16336,1179272854
16340,1939532561
16344,1344036199
16348,657100098
16352,1920842493
16356,3883357624
16360,4092331358
16364,3553225945
16368,2145697398
16372,354933513
16376,2372565031
16380,1760733383
16384,3859789930
16388,4285346564
16392,2727834828
16396,426930763
16400,1052505636
16404,926166556
16408,139290873
16412,3570562285
16416,1124143482
16420,2511529972
16424,793856815
16428,1197659046
16432,2372647468
16436,2006763030
16440,2166038835
16444,4113505504
16448,1470323622
16452,2662325019
16456,2482874769
16460,1821419656
16464,1775756641
16468,24621988
16472,4291858474
16476,2893563541
16480,1861882620
16484,4017816478
16488,1162933723
16492,2182528400
16496,170051881
16500,3234490383
16504,2291380734
16508,2479160879
16512,969114128
16516,3405174955
16520,3956583210
16524,1629562135
16528,1123993169
16532,216551960
16536,1503469524
16540,1113035711
16544,2548600587
16548,1422345427
16552,2274087448
16556,3994217109
16560,1908746066
16564,548956569
16568,568201917
16572,3545833082
16576,3268236148
16580,953406308
16584,1217212714
16588,1029992896
16592,3431065884
16596,3694191211
16600,1120204535
16604,1905449496
16608,2500869331
16612,1588055996
16616,1786177753
16620,1075503230
16624,1263909268
16628,3812887528
16632,571135681
16636,2769188734
16640,1421334140
16644,3502742028
16648,3596417756
16652,216845948
16656,181990654
16660,1516196111
16664,1227109636
16668,2664521730
16672,3153803236
16676,1064416694
16680,3207068127
16684,2106158479
16688,794085833
16692,4008147229
16696,312364083
16700,230837903
16704,4275390389
16708,3785973882
16712,3742122880
16716,1444796401
16720,1300893355
16724,564794005
16728,2624608215
16732,281597241
16736,2538688218
16740,531989309
16744,3963712202
16748,1213936901
16752,2320865916
16756,109266705
16760,4248659654
16764,2381357013
16768,2284120505
16772,2224536184
16776,1723205848
16780,2501942566
16784,1757460091
16788,3889874013
16792,1615075166
16796,3122623133
16800,994659902
16804,17201029
16808,1821508687
16812,1575348183
16816,4071399828
16820,3933846560
16824,4217248497
16828,1218805424
16832,2650087015
16836,2005740023
16840,2056815273
16844,3754798114
16848,785485688
16852,554581256
16856,4178617264
16860,3908850608
16864,3754555787
16868,3736893740
16872,1643104228
16876,2474199432
16880,1044700857
16884,1717613329
16888,778226178
16892,3377910188
16896,902072213
16900,1385916657
16904,3608636952
16908,3501500683
16912,1556123166
16916,2713443454
16920,3519462008
16924,3468720619
16928,2611342557
16932,3056648677
16936,3705667592
16940,2080476656
16944,3620306126
16948,438898527
16952,454038842
16956,1014997814
16960,3563789441
16964,1261915461
16968,2163833039
16972,2673170384
16976,3058527388
16980,4224856221
16984,220525807
16988,3528167473
16992,4157842404
16996,4232054433
17000,1836869443
17004,1651869616
17008,1179979544
17012,1917783389
17016,407760381
17020,1199799746
17024,1248737114
17028,264666931
17032,1880179437
17036,1492112355
17040,3265659290
17044,3065459101
17048,2198759997
17052,4264351101
17056,939507433
17060,596869632
17064,3848337377
17068,483005826
17072,697929522
17076,1549775298
17080,3932773030
17084,2316055056
17088,457563370
17092,951915418
17096,2168601370
17100,3342268893
17104,2751254874
17108,3011625894
17112,4144852420
17116,555607654
17120,3958311606
17124,2090869902
17128,1931858745
17132,2054168407
17136,2873872472
17140,1932963733
17144,1689016346
17148,1163296035
17152,3192942903
17156,3579677929
17160,275689529
17164,1136921308
17168,3549183620
17172,2821443957
17176,2093037737
17180,795388882
17184,331346182
17188,2127780630
17192,1746588782
17196,3410570254
17200,1612609252
17204,3922046016
17208,365386779
17212,1450832021
17216,740361416
17220,1209914536
17224,2232396004
17228,1253942287
17232,182661581
17236,1983856906
17240,2130686588
17244,2198454491
17248,284269259
17252,2813659218
17256,1874112668
17260,406741954
17264,75065219
17268,2727310793
17272,1830209241
17276,2225377598
17280,2873046487
17284,805546311
17288,3051836779
17292,1201681861
17296,3675091443
17300,278065304
17304,4215581491
17308,2204523471
17312,2709885148
17316,2002224379
17320,3846009590
17324,3583607657
17328,2006425260
17332,690248600
17336,2588052899
17340,3581893066
17344,341971790
17348,4241392112
17352,882207393
17356,2718253760
17360,1494468520
17364,252629802
17368,3109897542
17372,3915392600
17376,3808414780
17380,2247635277
17384,1654975330
17388,1616689448
17392,1522785700
17396,2589757134
17400,493504417
17404,2908194202
17408,3257344059
17412,1452659736
17416,3139782748
17420,1678190521
17424,1199271985
17428,1339055676
17432,2347998399
17436,1310436508
17440,3753187068
17444,3506566392
17448,694544881
17452,2137659443
17456,1997649965
17460,416004195
17464,471775542
17468,4052503857
17472,835019077
17476,941196084
17480,1393891388
17484,646131309
17488,1513982595
17492,1634061907
17496,1547640230
17500,2361432398
17504,3025858504
17508,2541533911
17512,583216532
17516,1377678203
17520,1490466842
17524,4000667837
17528,2104972576
17532,2909240997
17536,2183041706
17540,2511069553
17544,4070505846
17548,3660023419
17552,3252652846
17556,1026071764
17560,2699500271
17564,1592625886
17568,943338655
17572,1421335064
17576,389930330
17580,821216390
17584,1677505714
17588,41770414
17592,1811891054
17596,2965207598
17600,1467269941
17604,3095113589
17608,570024320
17612,3855266922
17616,3223325881
17620,3307999583
17624,1869774697
17628,1220378528
17632,1852495232
17636,2841380658
17640,1656137616
17644,804154117
17648,3416230734
17652,1197856603
17656,2292940193
17660,2049587805
17664,2081058173
17668,4093933286
17672,292427689
17676,729802983
17680,3253924914
17684,1368224502
17688,2971831258
17692,532399045
17696,2703600136
17700,677257956
17704,3066477696
17708,1254887363
17712,576481466
17716,1390951973
17720,797480288
17724,3089655774
17728,22429706
17732,1986805320
17736,4110522262
17740,254512862
17744,3742317259
17748,2692598896
17752,1612609708
17756,1147981071
17760,2292709046
17764,1613877049
17768,2756205675
17772,3783899122
17776,4073019553
17780,819945340
17784,3351273091
17788,591858516
17792,2093503332
17796,3200720390
17800,925524170
17804,3846932065
17808,4110430022
17812,912928862
17816,1936975376
17820,2110972861
17824,7450773
17828,2751666653
17832,1899987916
17836,2417439471
17840,4120432705
17844,3024246730
17848,839570577
17852,1555307809
17856,393126788
17860,427071377
17864,3653935655
17868,4113653361
17872,529341971
17876,614170471
17880,1896153989
17884,3766709106
17888,4255634840
17892,2180519452
17896,2391100566
17900,682113575
17904,3809339946
17908,2085784665
17912,3561308565
17916,3264605815
17920,2760797238
17924,3123382056
17928,598276711
17932,3739571942
17936,30245915
17940,4066307061
17944,215541054
17948,706154373
17952,1840721458
17956,2528592208
17960,4068764768
17964,2466686399
17968,4293797856
17972,811785574
17976,3199428994
17980,3236275279
17984,2542103119
17988,907799627
17992,897993096
17996,1248174726
18000,783629654
18004,877932620
18008,2358670127
18012,594136184
18016,3694673195
18020,3156682415
18024,572821418
18028,139121319
18032,2696403140
18036,3834510409
18040,1121640007
18044,2826498247
18048,2340186809
18052,1458601413
18056,2984944963
18060,3750394047
18064,360728839
18068,2723404647
18072,1306362169
18076,1574932126
18080,2810845885
18084,2327972884
18088,1499304255
18092,3186753648
18096,3326052239
18100,2546009299
18104,1559432682
18108,3801597918
18112,1723936127
18116,1369611124
18120,3375186665
18124,4260878959
18128,2345808198
18132,1877816448
18136,3985927340
18140,303682789
18144,3908008809
18148,655859219
18152,3811536839
18156,493256066
18160,3556020450
18164,2049770006
18168,2472308175
18172,3999369457
18176,3962573561
18180,3389824370
18184,4290398207
18188,3401066855
18192,2733251092
18196,1187159716
18200,2995859857
18204,3104598224
18208,131381123
18212,232079419
18216,426553440
18220,2148394553
18224,783004066
18228,1297816483
18232,2356153479
18236,1078415510
18240,3744265460
18244,265981290
18248,1429955661
18252,2736953777
18256,1352847909
18260,2108920938
18264,612742027
18268,1950621030
18272,603350922
18276,2759185397
18280,1929069712
18284,3039912183
18288,2392159350
18292,3019026895
18296,912820477
18300,1044829895
18304,1905104627
18308,180388933
18312,3339518143
18316,1847756032
18320,641481835
18324,3130137215
18328,3396344389
18332,1444088195
18336,3769972876
18340,3274908732
18344,1751881408
18348,693536206
18352,1251762670
18356,1555731358
18360,3131914209
18364,3475107485
18368,592869829
18372,1241635578
18376,4161357991
18380,473191488
18384,3807280419
18388,2275173847
18392,1559908315
18396,3767928003
18400,231573704
18404,3012004031
18408,3418101431
18412,1764969873
18416,3914354431
18420,2742008161
18424,2857944605
18428,1136088956
18432,2775410025
18436,2596242170
18440,1048047630
18444,3088034771
18448,676619711
18452,2006832070
18456,2832236414
18460,3542840208
18464,3504884436
18468,3014645625
18472,224640145
18476,3502667490
18480,1751012119
18484,1048463365
18488,1646677734
18492,4224368793
18496,3506306724
18500,3188909463
18504,1444047970
18508,1586191089
18512,3107901851
18516,3663483572
18520,2989048738
18524,1362071435
18528,1199789963
18532,801762243
18536,1553047450
18540,1102511716
18544,3093236107
18548,3687201181
18552,1693980754
18556,2956362347
18560,3687502888
18564,1374483371
18568,2629283824
18572,2604664337
18576,4259983921
18580,4201858869
18584,577889182
18588,553418332
18592,2481768991
18596,3962597909
18600,4257918075
18604,4138186650
18608,4091342045
18612,530274500
18616,515917361
18620,181213593
18624,441556703
18628,2642225609
18632,607982778
18636,4237436150
18640,3005944705
18644,2505955133
18648,1182536350
18652,2888969135
18656,1798847165
18660,2379706852
18664,2260177464
18668,3157602635
18672,1451595898
18676,1651947470
18680,1575962902
18684,72666214
18688,767164786
18692,1371590853
18696,1061773338
18700,660360439
18704,3660001633
18708,1475248447
18712,3270296043
18716,3706095016
18720,3015868850
18724,3072829099
18728,408913582
18732,1074929315
