index,name,keys,id,type,size
801,ПЛАТИНА,{i+,1283507373,2946119843,3040409725
802,АЛМАЗ,x]i,2773682321,1783546989,2304262456
805,ВЛАДЕЛЕЦ,O>B,832151197,3695948867,3450322143
806,КОРОЛЬ,50&|s'/-@,1134229445,3497216355,3248499792
808,СИЛЬНЕЙШИЙ,091,2487721062,721084281,1371413144
810,ИНВЕНТАРЬ,Gw0q,815696507,155656917,879319613
812,Постоянный,FyuV,2244821254,1328084448,1820536106
814,Сезон,#5pO3,1660687566,2424464498,1563692097
819,Истекший,2GL,825343838,65764681,2574044192
820,Очки,(TcPC,588086321,2343440686,2933860652
821,ЗОЛОТО,-kD|Uy\|;/%(,2918614232,958510205,978341154
825,Опыт,O)F+,2667429758,4038716690,3446006319
828,Азия,.]g,2123658938,112735407,2362028160
829,Северная Америка,S]1w,23236079,3643897477,1806602445
831,Европа,Mi7|edD*,2559819909,1723867392,4275951254
832,тех. работы,$^s,323463379,1807510152,3907717367
834,Отличный,<_hi,4196830883,290822331,4155212965
835,Средний,2fd|Td5a,1565282980,207355282,3117631559
842,Плохой,%{?Q`|nzQ,4108558535,3596341384,2808026611
844,Статус серверов:,vUE,2609002859,732664279,3206969167
845,Скорость сети:,m/X,2867755021,801707130,3768625680
846,Мастер клинка,qc`,2608972200,3902562693,2604437620
847,Инстинкт убийцы,nK[,2942448994,1073902836,3960646309
849,Каждая битва увеличивает,Raj ,3072662366,1159863278,2422158366
851,героя на,85],46818808,3497436657,1577981159
852,Штрафной удар,#0[zL1,3728541318,1027097235,1672984161
854,"Метает световой клинок в сторону врага, нанося ему",x1G,1461192684,2325213057,2123967508
857,Физ.урона.,m1r,743451780,3286480856,3852681237
861,Скрытый клинок,t>*,2857935905,1984734681,1323587207
862,Прирост уклонения,cKg7y8,3450150694,3431735750,1903829589
863,Получайте,n.j,3112114212,4075050936,1067447227
868,уклонения,g)x,607624389,2578055064,458574562
873,за каждое повышение уровня героя.,Vcf,2572614945,3992644628,2175796947
875,Теневое комбо,cr#,694209586,3799401118,1488275446
878,Бросает,)=w,1542648143,280166766,2914741547
885,"дротика, каждый из которых наносит врагу",v4mK,3966646409,1202667992,129767300
886,"Маг. урона, и увеличивает",v7A,3149895395,1895948811,1678719088
890,Уклонение,87t,300651049,3434533998,3457948131
894,Яростный Командир,o1y,119154207,3079678044,1634760103
896,Летальная атака,!)),3405738299,4265957946,2980169118
897,Увеличивает первоначальный множитель,/!m,1017459179,1567529074,2747365276
898,Критического урона,7=',2798431611,1363376475,2817847013
900,Взрыв бомбы,nYd,2498624703,326636453,642128015
902,"Бросает бомбу, нанося",S;O,3915768456,3407890381,1981242738
903,Святого урона,X5&M,4148966352,3165595222,1914856074
906,врагуи снижет его максимальное здоровье на то же количество.,3Ag,217536708,2946499594,1359087130
909,Король гномов,Wzd |E<*yn,1943630310,3623593687,203382527
910,Закал,=^H,3710201417,251993478,2499589729
912,нный в боях,p[Y5,2005645839,860538809,1207751994
914,В каждом бою,T[i|,4277676724,3260867840,68676069
918,Макс.,(Dqh,2034914226,86629749,1952737479
920,героя увеличивается на,",X:/",2355392070,3763468667,762559290
921,Молот бури,5O%,1325499419,723093873,220472158
924,"Бросает стальной молот во врага, нанося противнику",^o9,4065141824,2680760598,154329314
926,героя. Магический урон.,YA)|mo],418804731,1637961501,3732175684
927,Панда воин,2k*|l?),1883424218,1553149263,219866896
931,Пьяный защитник,~msb,146151153,663337778,2904079160
932,"Каждый раз, когда герой получает урон, есть",<]:m,2148996718,1356309834,815082368
933,шанс,-}(,162354244,757356533,3428128598
936,восстановить,e1f,1019687960,1920206645,530698211
939,уровень героя,p]Vz,2821524040,32320128,2371960510
941,Тост единения,X\n,3683878155,1617389613,3788063478
945,Мгновенно,./i,3408009394,175201003,3321659251
946,восстанавливает,=O$,3195126692,424197990,636265966
947,"бросает банку с вином, нанося противнику",^{r,1763058908,1390371957,4050862976
948,Маг. урона.,Z|q,670710065,1500126263,3404472965
949,Мистик,{h%|qE|,2405754875,1905701638,3064498873
951,Запас энергии,$ctX,4031063799,1140188158,2555473048
953,"После начала боя каждый раз, когда",crT,3833605430,2794656970,3188673911
955,"используется, урон",lXV,4079990554,1796684702,3871814227
960,Ульты,KZZ,446880502,1753752427,1099421441
963,увеличивается на,069qi,1446198649,2181596055,3336235853
964,максимальное увеличение -,Re^,2372114070,3374295630,2253127105
966,Магическая сфера,SOH,3917752124,633997796,4144846334
971,"Призовите сферу, созданную из энергии, которая летит к врагу. При попадании по врагу наносит",7'S,1339430158,3618813207,2025386803
972,Уровень героя,JHt ,1303683740,681359196,2881209339
974,ед. магического урона.,mUUX5,3179026562,179713647,1082486672
975,Ядовитый маг,#!y|$Jp,551952198,2750245840,1516986250
976,Глубокое отравление,'^W|0Zg,2374889301,1386719642,4035401911
978,Увеличивает весь,-1H,2289471222,3525769381,3444967094
979,Ядовитый,",|.",3404611436,889869360,814599503
981,"урон, получаемый противником, на",BHDv,4100147536,2583427936,3767187129
985,Концентрированный яд,eMV,1775703667,2257795238,2733666992
993,"Бросает токсичный шар, который при попадании во врага наносит на него",+70,174950400,83785617,3933901360
999,стаков,{)k,3059555445,1814383111,3398223311
1001,Ледяной владыка,kGp+,1487190838,2156964264,1211837489
1004,Глубокая заморозка,7gO|tM%,317301743,3954333490,3076671191
1006,Каждый раз при наложении,c4l|CXs,3509533706,559276087,307656773
1008,"на врага, случайно замораживает и деактивирует",GLQ|}F0Uu,2909135888,4012852003,1865767451
1009,летящих снаряда противника.,RQWI,359209547,3242662752,3465628422
1010,Метеоритный удар,_S&,1417766513,2304888058,983289931
1013,"Призывает ледяные глыбы, падающие с неба, оглушая противника на",oM1,726616829,1710421845,4136717640
1014,с и нанося,lN&,977059800,345810945,2484121730
1015,Королевский рыцарь,[se|~a\,374200360,1483768237,1621458581
1019,Доспехи знати,1B]|9pHk,156089154,2627380309,3758350764
1020,Уменьшает естественное разрушение,x6O,1031969293,2144710473,2755755043
1022,Щита,h|],782854500,989784597,3258378058
1023,Владение щитом,PPD|FRe|xXE,3394770862,2586400290,2259819624
1024,"Вызывает стену щитов, которая да","I;""y",105154697,2632422685,1254651972
1025,каждые,yh|!|WA|,1249840650,2872289783,3253452432
1026,"с, длительностью",ZW){,2466479499,3256107841,4228731334
1028,Апостол хаоса,fhm5d,2500306852,4167884936,2851336867
1030,Вторжение зла,tn.<|Lm8,428556035,3478473763,2606116055
1033,Когда здоровье врага падает ниже,\`.,2660469214,369628940,1261096243
1035,мгновенно наносит ему,rm^2,232225760,402879227,2497840788
1036,Может быть активирован только один раз за бой.,}p<Kz,3396179947,3051618688,1318972446
1040,Сферы-близнецы,i3?M,1448430686,1298072335,279972123
1042,"Призывает две сферы атакующие врага, наносящие",J*&G,1768128249,3456719399,3203764000
1043,Физ. урона и,`?@],1531592674,4058468892,2667558490
1045,Маг.урона.,ynG,1842383740,3441006958,754378075
1046,Чумной колдун,:na,2153563394,2737754237,564023391
1048,Ядовитое исцеление,2_^,1536430731,1002200214,2702132560
1049,"Каждый раз, когда противник получает",cL ,2765379180,515909715,1628157225
1050,"урон,",_n5,1967338849,3561874156,927455874
1052,равный,y#d,1076632049,3738500495,3716551882
1054,"от этого урона,",t3H,2027527308,1869889122,3050211405
1055,минимум,m=zF2,69238731,4074059090,2465421037
1056,Эпидемия чумы,hXma,249740630,385340470,579455660
1058,"а также бросает ядовитую бомбу, которая наносит",3j=:?,774634989,398110367,1449042757
1059,на врага.,lo$/9{,1709390924,1186500704,1667199694
1061,Воин племени,:~0p^,956300983,505348791,1023269438
1063,Улучшенное здоровье,R*&,816298577,2026723623,2792458604
1064,Каждый уникальный навык,yFc,3388727154,3215033674,3103163339
1065,ветки щита,>J1L#R,4031290625,3187812577,3110737569
1071,увеличивает,V~&,3451489855,1987137087,2621856633
1072,Щит здоровья,f$4,2288373508,1432111709,2306037835
1073,Мгновенно дает,"/I{""",761796076,1954763290,2739254389
1077,Героя,@nEW|o?^,159457517,2862226303,459434382
1078,зарядов,|xb,2046266983,2563328857,2890972550
1081,"бросает боевой топор во врага, нанося","Iq,i",331209852,1686931245,4004515579
1082,Физ.урона..,IK$,3603694344,1275337286,2270292408
1083,Лучница на тигре,Hi<,3142450127,542360628,3427433139
1085,Благословение луны,L }8,1254254484,2400221223,3635652159
1086,Каждое применение ульты увеличивает,"x9,",4050917894,3073765432,579338713
1088,длительностью,<&zK|~%^,2052285661,4222312311,1034429821
1089,Лунное перо грома,{9U.,3188554404,3751233969,815368822
1090,"Призывает молнию, которая мгновенно поражает врага, нанося","5'`|x;,p",3133892083,2936359414,2147107910
1095,"Маг. урона. Кроме того, увеличивает собственную",X[?,3815141962,3474915588,3392270697
1096,Этот эффект может суммироваться.,cEC|fRJ,3892453208,948629458,1447268144
1097,Теневой демон,?lkj,1046896753,941517833,2333509601
1100,Восстание зла,"|Y""P",1651636800,1120341121,4206096458
1101,Во время битвы увеличивает,~C<,2037393012,1090348568,2608245693
1102,"с, вплоть до",90UM|>m+,4220131521,2280742834,259747856
1108,Штормовое разрушение,\+0`,2612215606,3980091167,2604433243
1109,"Вызывает бурю, которая обрушивается на врага, нанося Маг.урон, равный",UZ-,2384552370,2908851577,4288577041
1111,Королева наг,+|_,2598992871,633255188,735289322
1112,Замораживающее проклятье,]#U,717413308,1657813127,41621566
1113,"наложенные на врага, дополнительно накладывают на врага",Vhp,949922529,3830590842,2227439457
1114,Ледяная бомба,!dA|sC#I,3870164597,78767572,1987111811
1115,Запускает,UfUS,643672208,1503395558,1778284276
1116,"ледяных бомб, каждая из которых наносит",1Nv,3069020707,274509586,3310342121
1118,Маг.урона при попадании и накладывает,N`Z8|ih.,1420602104,4144034029,3057473150
1119,Вождь минотавров,rQT,772635604,3058680485,1407165819
1122,Доблесть крепнет в бою,oa9,1552646633,3091202182,3158003410
1123,За каждые,}{/,226419255,2047889534,1452953642
1126,"единиц, на которые","i.,",1411696755,2814170701,2563214737
1131,текущее количество здоровья,W<R,1707003237,1027944269,2421657417
1133,героя меньше,oZw,1585384104,2032962555,28947104
1135,максимального количества здоровья,^DZ=|/s{,923112774,2976084375,886427380
1136,Ударная волна,$c8,1821089429,2358690693,298314266
1137,Выпускает в противника,O;%,3893518477,2877234955,3764372172
1146,энергетических волн. Каждая волна наносит,zUq,633570975,1477067448,1304228681
1149,магического урона. За каждые,p\z2,3628187389,1460557199,548552183
1150,единиц,^$#v*)$',1364052676,2260614054,1071430773
1151,дополнительно выпускается одна энергетическая волна.,\vh,4138658392,2563639043,682021045
1153,Тиран ледяной тени,"Cuk|K2F,2F",2889366199,658644731,60855237
1154,Пронизывающий мороз,rRZ,2159469889,1750224211,3979716056
1158,стака,'sZ|l+.HZ,1004959364,38521420,1751389157
1161,заморозки,<~8iv,3133779871,745980343,1042306656
1163,"на противнике, ваш",".l""@",1196297377,873998353,814388968
1167,урон от критического удара,:)\X|ulKs,2320391042,3792735282,3682016165
1170,Ледяная клетка,)HM|0B0GH,2789573611,1753901917,4087915393
1172,Обволакивает врагов льдом. Каждые,*ie|rnP,2254449087,1517364943,1531074628
1174,секунды накладывает на них,4)^F,2562489647,3729678110,4041830087
1176,"Физический урон, наносимый вами, гарантированно будет",~cd,2791378058,3200350436,3696522915
1177,критическим ударом,3D$C3,380455828,2348965146,3388949735
1180,в течение,M]U,2952607121,3799634863,1005639978
1184,секунд.,n'Q|A9D,3054821043,2091544983,1790019513
1188,Паладин,9^^|k8*,1332751786,2055180882,710032475
1190,Отвергнуть зло,D=l,3209488373,409171718,2441730841
1191,"Каждый раз, когда противник применяет",w9],3529521168,3168182846,3139758328
1193,Ультимейт,$yN,97413536,4197576809,3431297738
1197,есть шанс,wOh,2932436064,776656020,4168311028
1199,наложить на героя,LzM,488152423,1829624036,1353577645
1200,Священный приговор,)zO,1928719407,1304947379,4117294936
1205,"Призывает священный молот, который спускается с неба, наносит противнику",wKK,1554166623,3576542025,2826800889
1206,Стаки щита,"T)4|;4'|SZ,",3867018105,3971473936,3053065103
1209,маг. урона и,kyp9|ZzV,2703524312,3620231512,2119655248
1211,равное,Kh:n|MrT,4287060755,204637002,2419068446
1212,от этого урона.,uc8s,1757488157,3981758231,3111207030
1213,Астральный маг,ewd,4057761975,3060579101,2196740471
1214,Высасывание энергии,\d`q5\,18163743,2090366688,3765144670
1218,"Каждый раз, когда герой получает Маг. урон, есть шанс",A2Z,814918317,3375392366,2000536400
1219,Энергии,|)(],2350352796,2210246726,241007027
1220,Суд Ворона,/5*|ix12,858511091,307127732,4178954327
1221,"Призывает ворону, которая атакует врага, нанося",<]q,2112597335,1040848245,3875339296
1222,Маг.урона. Каждый,J_/)J-=,1153456903,1143414558,1794848528
1223,стак,J_.|a{YO2,1434564747,2983489373,2897268390
1225,на противнике увеличивает,|s|X,1037988127,3576186543,1023929688
1226,Максимальный урон,``icS,2183856905,32947950,2663150680
1227,Теневая убийца,Sav,2236574701,2914447343,903661050
1228,Кража уклонения,buS,1134940643,3447572218,325075911
1230,"Когда начинается битва, крадет",~Ni,347151609,1153072415,320365421
1231,Уклонения,~Vx[|SR7|-5O,3108568754,3139910510,4277628630
1237,у врага.,m9>vr:,3197604319,462554556,706666197
1239,Колесо мести,6MB,1489556125,1472214553,623696085
1245,"Бросает во врага ядовитый диск, нанося",Np<7N||Eup,4081894959,62427063,1800755825
1246,Физ.урона. При попадании наносит,HGvfK,3386779865,4291514061,1823141868
1247,сумма,n8h,1394399954,596377572,1401087562
1250,обеих сторон,<yY,392908762,1505992769,712155527
1251,Лесной пророк,CZv,529973522,1117203000,1145714016
1252,Аура поддержки,ftXP,824594708,3715719382,4183679683
1254,Духи,"'?86""",3483513428,285946823,3378941081
1255,"получают урон,  уменьшенный на",)zX,1598591137,3249535654,1310582741
1256,Опутывание,"-z#""",3654390258,3294926401,371936386
1257,"Призывает лозы, опутывающие врага, наносящие","gb""\",3916720115,97948346,1344882637
1259,маг. урон каждые,Q^9p/},248540264,3169484424,146282065
1261,с в течение,]SX|pue,4095397655,3117469805,1949012210
1262,с. Каждый,b0X,3486020515,3397828807,1432135783
1263,на поле боя при использовании ультимейта продлевает продолжительность опутывания на,&_Z~|:R}1,2822319462,1171159309,1903469159
1264,Повелитель хаоса,LW6,1041040520,739161845,3468183142
1267,Трансформация зла,A&da,1476754241,294708509,55290986
1268,Когда,!v+?|6-v,3724318070,2488372864,1364089604
1269,"умирает, он накладывает",~i`,2169749265,821200536,1971832026
1271,духа,"D,a|Dtn",3845068321,622040634,177136896
1272,Приказ подчин,Z@-3,1635580779,932380715,2159086724
1276,нным,0U7v,30188105,222833280,569710384
1277,"Призывает метеор, который обрушивается на врага, нанося",^ES,815606483,423571741,766606996
1279,Физ.урона. Если,kuG,2197825926,242821141,2820067385
1280,"жив, призывает дополнительного",Tm$|R??ot?K,1231861874,231870499,490279480
1281,Уровень Героя,p>i,70881233,4098291466,514258421
1290,Всадник на ядовитом драконе,8V~,1735993636,31101263,3991178355
1292,Погоня за победой,Ec8ps54,2636500686,2601838454,263375293
1294,Увеличивает,"bj""",3781655885,2808492220,3716110282
1296,за каждое уменьшение на,Vza65,3456338435,2165125270,3354077201
1297,текущего,?@(|7$<,1932328421,3713525137,2317019363
1298,противника по сравнению с максимальным.,Y(b,4085085353,734383628,2745157634
1300,Свирепый шторм,"`c""p",510600394,2285933654,2196379959
1301,"Вызывает яростный ветер вокруг врага, мгновенно нанося на него",S6fz|4*Bo,500384553,2110580968,2511334920
1302,В течение следующих,v~j,1941744577,481644566,3332528716
1303,"с каждая базовая атака, поражающая врага, наносит дополнительные",\X5,494106921,1341890084,3531086157
1304,Маг Льда,8I;`,1707950999,2449240422,1724281919
1306,Ледяная мудрость,Gx_,3443323659,1669179069,2652800748
1307,Когда на врага накладывается,fAj,1775542419,855025170,3462519033
1308,заморозка,~\~,468218185,1243375831,1830488274
1313,с вероятностью,q}'|O+[)[,4286684387,3141201103,2646809853
1314,восстанавливается,<<r,4047761843,1315255421,4272796458
1315,энергии,":6L""",2997967387,1100138295,700498723
1316,Метель,dsJ,4123318187,2435049852,4229353134
1317,Призывает,X{e2H,3668653864,3162405803,1727076098
1328,"сосулек, падающих с неба во врага. Каждая сосулька наносит",/BA~t,2021789412,2929244812,2642385353
1330,единиц магического урона. За каждые,"i,`:\~|m{-",1899101182,4121521504,1507500254
1332,на враге дополнительно вызывается,dWt,1453513095,3341957959,2564015187
1333,сосулька.,^\L,667621634,3118392763,467588235
1334,Алхимик,@Y7~,520289574,152575487,2368646627
1336,Кислотная бомба,y):,3058346487,1851910353,1618672406
1337,"Каждый раз, когда герой совокупно получил  урон, равный",;~$j|!co,658298393,143810584,2584682426
1338,накладывает на противника,cs82,1688166183,2667864784,2774710157
1339,Химический шторм,We`uC,3995195225,2439259398,1386591660
1340,здоровья каждые,:X#,3174184842,142591675,2838648437
1343,секунд в течение,\m48|xK 7D#,2317385436,2157822905,467434648
1344,секунд. В этот период все наложенные,)?P=,2869558634,4207756748,4094511110
1346,дополнительно увеличиваются на,CER,2432250810,4237225231,2246437342
1349,уровней.,87c,3519097786,3462687036,1534595903
1350,Бог возмездия,7TT,1778107359,1851421583,1992403548
1351,Восходящие Тени,=uOT,44194680,2483345026,4122267011
1354,здоровье,{=L,1594479174,526049352,3087546574
1356,героя падает ниже,.x&N4,2017189406,1259772598,607761450
1359,уклонение,@$x,264465216,2679829376,2448760557
1360,пунктов.,{*e,4062758917,399938146,2057335108
1364,Теневое Покровительство,ws`,934703070,3767600907,1600702334
1365,"Использует Теневое Покровительство, чтобы получить",Oyyb|H9jt|~Sm,3955419903,817829969,3049467136
1366,в размере,8f{+,2908953056,3211853861,2012249578
1367,наносит противнику,{2?|8H',3623923017,3385343784,2525414466
1368,Духовный священник,1a@yc,1519758414,391056071,2376098551
1370,Теневой сдвиг,/M ,4059039115,1332022388,3268078992
1371,Когда присутствует,m_t|/r},3680687172,1893806636,970888448
1373,Регенерация,Eu/Z,2156608929,993885556,49441074
1374,героя уменьшается на,ZCN,4019091703,1443912198,836011166
1375,но каждое,g%7|0eOg,3297656955,3978528776,4269160363
1378,восстановление,y-O|=OF,2610388310,1930440037,3653257688
1379,наносит,(YLZ|U_n,109400050,1444013857,234984955
1380,Количество регенерации,n)x,1213504500,2308944168,918631122
1381,магического урона противнику.,3r2|k4/,1004932368,2484303289,2599300980
1383,Стрела боли,'03,4085649033,3926130614,1422407100
1385,"Выпускает теневую стрелу, наносящую противнику",nP_,704216777,35898497,2478004798
1386,магического урона и уменьшающую восстановление противника на,.< ,363744791,2256634725,3358144802
1389,Гоблин-инженер,F|ld+,3036132097,3566764972,1797185573
1393,Инженерное обновление,H]P,816902047,714450092,1735145752
1395,Увеличивает магический урон на,ucJ,3189609904,47287409,1209141271
1397,"за каждый уникальный навык, которым вы владеете.",Q9K,3177195856,773855909,1801860520
1399,Огневая мощь,XGP,1145776892,1289305595,3404823752
1400,Выпускает,";{A|(""K|lJ*",2747005603,2446687681,2154794907
1401,"ракет, обстреливающих врага, каждая ракета наносит",w09^,4125711025,2474140709,2730621980
1406,физического урона.,3se,2605603268,2699998634,2055575716
1410,Разрушитель зла,HdO,3449571258,3963749392,1433733736
1411,Обнуляющая атака,{6-,142587368,1090600998,1889423194
1413,Каждая базовая атака уменьшает,XHn,127945634,3022462841,1553273532
1418,Энергию,4VF|<aI<,1391072327,741930231,3831104086
1422,противника на,OZ3L<,460891579,110226426,2104625481
1426,Взрыв пустоты,vOV,2139292249,3202580790,4142575525
1427,"Концентрирует энергию пустоты для удара по врагу, мгновенно нанося",8$KL,2998007191,2358886440,16148417
1429,Уклонение врага,99m\,1297628179,3489061066,2023040682
1430,аг.урона.,<Q:,1497937489,1826966675,3163400824
1431,Огненный Джинн,Yz3,2214530572,1139785668,738234541
1432,Зацикленное заклинание,))a+=E,1850061776,3283003140,4215839266
1433,У ультимейта есть шанс,7mm,2085427154,3963351205,905395261
1434,крит,5(g,1480134938,1305184976,190862383
1435,"сработать повторно, вплоть до",|ch,1549056121,3505682345,1225570047
1437,дополнительных применений.,vs]TX,4168702423,2334949419,3486840932
1439,Повторные применения не учитываются в лимите,__Rd|,442168009,2150634411,3871078712
1440,Огненный шар,|0||;xhQ,2027954945,353725499,2500010267
1442,"Бросает во врага огненный шар, наносящий",0=%,2339079467,2689625362,3764116317
1447,Маг.урона и оглушающий его на,;?>qc1,774014242,2781708272,876571516
1448,с при попадании.,I~'|6S%,238116732,3575691308,1795012395
1449,Гигант из глубины,v/zOm@C|<;y,304196019,134460921,3987488320
1450,Упругая кожа,|<WD,397696547,356333645,3084735980
1451,потерянных,8?V l|/}.,1342500794,3754468652,3642734687
1455,снижает количество стаков,"JL""r=|3@z",928546693,1694084826,3025196126
1457,на герое на,=W^;,3968068595,4156206968,2599076596
1461,Нарастающий прилив,Wdu,1355819140,4117095037,294305249
1462,"Вызывает водяной смерч, охваченный грохотом волн, который поражает врага, нанося",+VJ,2044909279,2946520051,2490803752
1463,потерянное,""";t",1852788197,2169150011,4285246863
1464,Маг. урона и накладывает столько же стаков,qYp,1621683718,1799401612,2262433971
1465,на противника.,7\X;,1754063349,2847186892,2934921430
1466,Ядовитый Гриб,"&.w,%| ?jV",410553687,798581663,2044740835
1470,Активный Токсин,l{9%,1054332429,3893359467,974768037
1471,"Когда на поле находится живой дух, враги получают дополнительный",PLDE,2529658955,2338150435,3649540012
1472,урон от яда,IHM,979781538,852693012,802701439
1474,текущее здоровье,:ns|ijfM,2970571322,2072951421,3546243063
1477,противника,_kx,2149692564,693663347,16177493
1486,Едкий Яд,3s'lr,4143304194,1946763402,4178338367
1487,"Сгущает яд, наносящий урон врагам, снижая их",)z8<;,2049604691,3112644647,3645637359
1493,скорость атаки,||<,1567591129,225460533,3809462584
1496,и накладывающий,#(4,4681918,846883718,3812758770
1500,Древо-защитник,e-;,2208080249,1732093859,1050223820
1501,Колючие шипы,2P{,2191334800,3043617127,2260055215
1503,"урона, фактически заблокированных",x#&,442411069,273347290,2040939564
1505,Щитом,m%G|`Yy+,2159979133,2448850019,3516024793
1506,выпускает энергетический заряд во врага и наносит,"/x""",2928871853,4118565863,145552936
1507,Маг. урона .,$#B|eE3,3654837298,2087875073,2093846094
1510,Охранник природы,"Pm,",1166141860,2973468218,2624496284
1512,Вызывает,By;|Z;X,3849375651,2697496958,396839592
1513,т герою,;Hq,2988391714,2704547447,1548384147
1515,и уменьшает,at*;,3864285114,2064661208,1769952444
1517,Долю урона духа,62!,4222450920,4112609889,4072025337
1518,длительность,J(Q,2134784576,4119972975,3625866700
1519,Лунный Охотник,| R,707578132,3076117266,3631614039
1522,Пир Охотника,U%?|6lr,2299878475,3393429666,2796138879
1525,"После попадания обычной атакой по врагу наносится дополнительный магический урон, равный",<.N|$4kiu,4187230300,1110871173,3379360901
1526,вражеского героя,9gi,870255563,1629301113,2572618892
1529,такое же количество здоровья.,e6U,3735250246,604519947,1626091449
1530,Неистовая Стойка,f;@,1136050189,1747234268,2119529982
1531,"Входит в неистовое состояние, похищая у врага",",{9F",102521604,4024347335,272422283
1534,скорости атаки,g_S4d,2498014967,1699054668,1762310088
1535,и увеличивая эффективность,o:m,4017249434,3773877746,758091133
1539,восстановления,/+MC,3684644459,1532173938,4290605492
1541,здоровья на, ~9|B$O,2250457092,2479718093,2688563678
1542,сек.,SPr,1697855158,1682656768,3826875492
1546,Лесной рейнджер,%>s,1864339026,4214095741,2276058955
1548,Град стрел,3~?,1045239211,1104565660,2741253513
1550,стрел во врага каждые,vpF,419649190,2928274776,1428011677
1552,"с, каждая из которых наносит",gcDGm|G$Nv,3513133263,591211908,3045076042
1554,"Физ.урона. Когда применяется Ультимейт, он сокращает перезарядку града стрел на",)'},650815460,1693405439,2920494678
1555,Скрытая стрела,E`J),3647976557,640206839,2853255753
1556,"Выпускает световую стрелу, наносящую врагу","I""v",4264611979,3466616856,2573294240
1558,Маг. урона. Уклоняется от следующих,giG,85592154,2075937564,1384654703
1559,физических атак.,"L_""F[",2328793815,3430090624,2074069397
1560,Чумной Доктор Скелет,)*w,2436236425,509070218,1593032094
1561,Костная гангрена,<ZS,178319315,565236790,576244114
1564,При наложении эффекта,D@V,4233456999,2936473265,2363384972
1566,если количество слоев больше,_JrS|,2683245710,382624555,2098922657
1568,дополнительно накладывает,vf`,1637783192,940302075,4085029790
1569,слоев эффекта,:T(|mX0),945221946,3040665740,2154404544
1570,Костяной щит: Отдача,"s_!|G""j",3337100579,3000294022,3957155725
1571,Получает,a:\,3837301362,4137968870,2920039152
1573,сл. эффекта,HXw,3473297450,3414334739,2215905521
1575,и переходит в состояние контратаки. Когда,%fIQR ^|siYy,3072602961,3412450937,1577076115
1577,"расходуется, на врага накладывается эффект",UQp}Z6,2910668076,3560531213,2986213716
1578,"в количестве, равном израсходованным слоям",c1B|r5Z>,2640270217,579400981,485800372
1582,но не более,[{<-,3263178946,3155529140,325259436
1583,Кровожадный берсерк,juz,2621769792,766958865,628986467
1584,Разрастание Плоти и Крови,UN(,3486145552,954497254,3500882099
1585,Критические атаки,6~`,3291526457,4274628559,1791626576
1588,крадут у противника,`a4,1197950060,4062384875,3962416571
1590,Ваше Макс.,Ou+,1527702920,190010236,186016015
1595,Сегментация плоти и крови,t\k~,3899939478,4127887528,580721741
1599,"Призывает острые лезвия, чтобы разделать врага и мгновенно нанести",$GaT,2642001670,990001226,3978472073
1603,разницу между,Ra),439399778,627338096,4203252712
1605,максимальным количеством здоровья,T]U_,2955616253,959574140,898690370
1606,сторон,QIl,2509203743,3651964000,1271331330
1608,Яростный маг,A]`O,1810305623,190639453,1053267031
1609,Тактильное воздействие,W)3,656888786,3636340037,4045247496
1611,врага,z8:,1253173304,3259009423,2629127420
1615,падает ниже,dOh[|RCUQ,2601333219,1452900400,2067903570
1620,с увеличивает,e~?,131341998,3349470693,256731093
1623,Ярость,Sv2-Q>#*,2238608591,3025966514,496503975
1625,с. Может быть активирован только один раз за бой.,s1~,738621363,663841044,1464139119
1626,Луч разрушения,o!W,3519612145,486047539,3497564520
1627,"Выпускает луч, заряженный разрушительной энергией, наносящий противнику",Lm2,2587073778,557117502,3526871468
1634,сумма ярости обеих сторон,z/w,2887684741,910236128,3346938925
1636,Пиромант,?[(,3850020367,1784732061,79883216
1637,Раскал,dHFP,3407940869,1904878380,2673727560
1639,нная Энергия,p:S[,1763204664,3379685008,3129787334
1641,Ярости,vo=,2353336477,36567774,3813282933
1643,Огненная Комета,CeF,279004904,140036861,1530166624
1644,Наносит врагам магический урон в размере,N.U$!2,3009302413,2428097006,3554189483
1645,Текущая ярость,2s%,2096285903,2815519027,2850535711
1646,Багровый Клинок Шура,d[E,2438352876,3323205080,4062569090
1650,Ярость Шуры,b?@,3901569695,1423620529,37092070
1651,"В состоянии ярости получает бонус к скорости атаки, равный бонусу к урону.",zJ|,4256451783,2214416472,3491218190
1654,Серия ударов демонического клинка,A9Q44)'!,3772792080,2787049175,610496983
1655,Зачаровывает оружие. Следующие,K.Xhl,38347228,1141800408,3599750279
1657,наносят дополнительно,m[),2153583019,3229985764,1415684749
1658,маг. урона и восстанавливают,zq\],3857336203,3829033011,89821355
1659,при попадании.,"|""B/(",3491359303,26384743,1538955807
1660,Сшитый бегемот,^cz,2522968211,1744323998,1359956291
1661,Изменение плоти,t'U},780110711,1769920130,3430862901
1662,"После того, как",2fR,417667049,2140225702,1755087904
1663,"умрет, превращает",:VYT|l_!,4242251883,1072942167,1477710773
1664,героя в  нового,SpmO,2028866084,40088716,135565038
1665,"Изменение плоти невозможно, если здоровье",v}`V,1532340398,2712927551,2603275224
1667,героя,6>U|o]*B|on63,189707786,2841811864,2518807249
1668,ниже,30-,1655223209,1254459657,2457718239
1669,Призрачный удар,"uW,",3038250962,3066048441,2961176808
