# ability.json.decrypted.txt

Расшифрованное представление из ability.json.bytes (структурированные записи):
index	id	type	size	name	keys
799	236132033	373003573	2080220382	ЗОЛОТОЙ	{x(T*
801	1283507373	2946119843	3040409725	ПЛАТИНА	{i+
802	2773682321	1783546989	2304262456	АЛМАЗ	x]i
805	832151197	3695948867	3450322143	ВЛАДЕЛЕЦ	O>B
806	1134229445	3497216355	3248499792	КОРОЛЬ	50&,s'/-@
808	2487721062	721084281	1371413144	СИЛЬНЕЙШИЙ	091
810	815696507	155656917	879319613	ИНВЕНТАРЬ	Gw0q
812	2244821254	1328084448	1820536106	Постоянный	FyuV
814	1660687566	2424464498	1563692097	Сезон	#5pO3
819	825343838	65764681	2574044192	Истекший	2GL
820	588086321	2343440686	2933860652	Очки	(TcPC
821	2918614232	958510205	978341154	ЗОЛОТО	-kD,Uy\,;/%(
825	2667429758	4038716690	3446006319	Опыт	O)F+
828	2123658938	112735407	2362028160	Азия	.]g
829	23236079	3643897477	1806602445	Северная Америка	S]1w
831	2559819909	1723867392	4275951254	Европа	Mi7,edD*
832	323463379	1807510152	3907717367	тех. работы	$^s
834	4196830883	290822331	4155212965	Отличный	<_hi
835	1565282980	207355282	3117631559	Средний	2fd,Td5a
842	4108558535	3596341384	2808026611	Плохой	%{?Q`,nzQ
844	2609002859	732664279	3206969167	Статус серверов:	vUE
845	2867755021	801707130	3768625680	Скорость сети:	m/X
846	2608972200	3902562693	2604437620	Мастер клинка	qc`
847	2942448994	1073902836	3960646309	Инстинкт убийцы	nK[
849	3072662366	1159863278	2422158366	Каждая битва увеличивает	Raj 
851	46818808	3497436657	1577981159	героя на	85]
852	3728541318	1027097235	1672984161	Штрафной удар	#0[zL1
854	1461192684	2325213057	2123967508	Метает световой клинок в сторону врага, нанося ему	x1G
857	743451780	3286480856	3852681237	Физ.урона.	m1r
861	2857935905	1984734681	1323587207	Скрытый клинок	t>*
862	3450150694	3431735750	1903829589	Прирост уклонения	cKg7y8
863	3112114212	4075050936	1067447227	Получайте	n.j
868	607624389	2578055064	458574562	уклонения	g)x
873	2572614945	3992644628	2175796947	за каждое повышение уровня героя.	Vcf
875	694209586	3799401118	1488275446	Теневое комбо	cr#
878	1542648143	280166766	2914741547	Бросает	)=w
885	3966646409	1202667992	129767300	дротика, каждый из которых наносит врагу	v4mK
886	3149895395	1895948811	1678719088	Маг. урона, и увеличивает	v7A
890	300651049	3434533998	3457948131	Уклонение	87t
894	119154207	3079678044	1634760103	Яростный Командир	o1y
896	3405738299	4265957946	2980169118	Летальная атака	!))
897	1017459179	1567529074	2747365276	Увеличивает первоначальный множитель	/!m
898	2798431611	1363376475	2817847013	Критического урона	7='
900	2498624703	326636453	642128015	Взрыв бомбы	nYd
902	3915768456	3407890381	1981242738	Бросает бомбу, нанося	S;O
903	4148966352	3165595222	1914856074	Святого урона	X5&M
906	217536708	2946499594	1359087130	врагуи снижет его максимальное здоровье на то же количество.	3Ag
909	1943630310	3623593687	203382527	Король гномов	Wzd ,E<*yn
910	3710201417	251993478	2499589729	Закал	=^H
912	2005645839	860538809	1207751994	нный в боях	p[Y5
914	4277676724	3260867840	68676069	В каждом бою	T[i|
918	2034914226	86629749	1952737479	Макс.	(Dqh
920	2355392070	3763468667	762559290	героя увеличивается на	,X:/
921	1325499419	723093873	220472158	Молот бури	5O%
924	4065141824	2680760598	154329314	Бросает стальной молот во врага, нанося противнику	^o9
926	418804731	1637961501	3732175684	героя. Магический урон.	YA),mo]
927	1883424218	1553149263	219866896	Панда воин	2k*,l?)
931	146151153	663337778	2904079160	Пьяный защитник	~msb
932	2148996718	1356309834	815082368	Каждый раз, когда герой получает урон, есть	<]:m
933	162354244	757356533	3428128598	шанс	-}(
936	1019687960	1920206645	530698211	восстановить	e1f
939	2821524040	32320128	2371960510	уровень героя	p]Vz
941	3683878155	1617389613	3788063478	Тост единения	X\n
945	3408009394	175201003	3321659251	Мгновенно	./i
946	3195126692	424197990	636265966	восстанавливает	=O$
947	1763058908	1390371957	4050862976	бросает банку с вином, нанося противнику	^{r
948	670710065	1500126263	3404472965	Маг. урона.	Z|q
949	2405754875	1905701638	3064498873	Мистик	{h%,qE|
951	4031063799	1140188158	2555473048	Запас энергии	$ctX
953	3833605430	2794656970	3188673911	После начала боя каждый раз, когда	crT
955	4079990554	1796684702	3871814227	используется, урон	lXV
960	446880502	1753752427	1099421441	Ульты	KZZ
963	1446198649	2181596055	3336235853	увеличивается на	069qi
964	2372114070	3374295630	2253127105	максимальное увеличение -	Re^
966	3917752124	633997796	4144846334	Магическая сфера	SOH
971	1339430158	3618813207	2025386803	Призовите сферу, созданную из энергии, которая летит к врагу. При попадании по врагу наносит	7'S
972	1303683740	681359196	2881209339	Уровень героя	JHt 
974	3179026562	179713647	1082486672	ед. магического урона.	mUUX5
975	551952198	2750245840	1516986250	Ядовитый маг	#!y,$Jp
976	2374889301	1386719642	4035401911	Глубокое отравление	'^W,0Zg
978	2289471222	3525769381	3444967094	Увеличивает весь	-1H
979	3404611436	889869360	814599503	Ядовитый	,|.
981	4100147536	2583427936	3767187129	урон, получаемый противником, на	BHDv
985	1775703667	2257795238	2733666992	Концентрированный яд	eMV
993	174950400	83785617	3933901360	Бросает токсичный шар, который при попадании во врага наносит на него	+70
999	3059555445	1814383111	3398223311	стаков	{)k
1001	1487190838	2156964264	1211837489	Ледяной владыка	kGp+
1004	317301743	3954333490	3076671191	Глубокая заморозка	7gO,tM%
1006	3509533706	559276087	307656773	Каждый раз при наложении	c4l,CXs
1008	2909135888	4012852003	1865767451	на врага, случайно замораживает и деактивирует	GLQ,}F0Uu
1009	359209547	3242662752	3465628422	летящих снаряда противника.	RQWI
1010	1417766513	2304888058	983289931	Метеоритный удар	_S&
1013	726616829	1710421845	4136717640	Призывает ледяные глыбы, падающие с неба, оглушая противника на	oM1
1014	977059800	345810945	2484121730	с и нанося	lN&
1015	374200360	1483768237	1621458581	Королевский рыцарь	[se,~a\
1019	156089154	2627380309	3758350764	Доспехи знати	1B],9pHk
1020	1031969293	2144710473	2755755043	Уменьшает естественное разрушение	x6O
1022	782854500	989784597	3258378058	Щита	h|]
1023	3394770862	2586400290	2259819624	Владение щитом	PPD,FRe,xXE
1024	105154697	2632422685	1254651972	Вызывает стену щитов, которая да	I;"y
1025	1249840650	2872289783	3253452432	каждые	yh|!,WA|
1026	2466479499	3256107841	4228731334	с, длительностью	ZW){
1028	2500306852	4167884936	2851336867	Апостол хаоса	fhm5d
1030	428556035	3478473763	2606116055	Вторжение зла	tn.<,Lm8
1033	2660469214	369628940	1261096243	Когда здоровье врага падает ниже	\`.
1035	232225760	402879227	2497840788	мгновенно наносит ему	rm^2
1036	3396179947	3051618688	1318972446	Может быть активирован только один раз за бой.	}p<Kz
1040	1448430686	1298072335	279972123	Сферы-близнецы	i3?M
1042	1768128249	3456719399	3203764000	Призывает две сферы атакующие врага, наносящие	J*&G
1043	1531592674	4058468892	2667558490	Физ. урона и	`?@]
1045	1842383740	3441006958	754378075	Маг.урона.	ynG
1046	2153563394	2737754237	564023391	Чумной колдун	:na
1048	1536430731	1002200214	2702132560	Ядовитое исцеление	2_^
1049	2765379180	515909715	1628157225	Каждый раз, когда противник получает	cL 
1050	1967338849	3561874156	927455874	урон,	_n5
1052	1076632049	3738500495	3716551882	равный	y#d
1054	2027527308	1869889122	3050211405	от этого урона,	t3H
1055	69238731	4074059090	2465421037	минимум	m=zF2
1056	249740630	385340470	579455660	Эпидемия чумы	hXma
1058	774634989	398110367	1449042757	а также бросает ядовитую бомбу, которая наносит	3j=:?
1059	1709390924	1186500704	1667199694	на врага.	lo$/9{
1061	956300983	505348791	1023269438	Воин племени	:~0p^
1063	816298577	2026723623	2792458604	Улучшенное здоровье	R*&
1064	3388727154	3215033674	3103163339	Каждый уникальный навык	yFc
1065	4031290625	3187812577	3110737569	ветки щита	>J1L#R
1071	3451489855	1987137087	2621856633	увеличивает	V~&
1072	2288373508	1432111709	2306037835	Щит здоровья	f$4
1073	761796076	1954763290	2739254389	Мгновенно дает	/I{"
1077	159457517	2862226303	459434382	Героя	@nEW,o?^
1078	2046266983	2563328857	2890972550	зарядов	|xb
1081	331209852	1686931245	4004515579	бросает боевой топор во врага, нанося	Iq,i
1082	3603694344	1275337286	2270292408	Физ.урона..	IK$
1083	3142450127	542360628	3427433139	Лучница на тигре	Hi<
1085	1254254484	2400221223	3635652159	Благословение луны	L }8
1086	4050917894	3073765432	579338713	Каждое применение ульты увеличивает	x9,
1088	2052285661	4222312311	1034429821	длительностью	<&zK,~%^
1089	3188554404	3751233969	815368822	Лунное перо грома	{9U.
1090	3133892083	2936359414	2147107910	Призывает молнию, которая мгновенно поражает врага, нанося	5'`,x;,p
1095	3815141962	3474915588	3392270697	Маг. урона. Кроме того, увеличивает собственную	X[?
1096	3892453208	948629458	1447268144	Этот эффект может суммироваться.	cEC,fRJ
1097	1046896753	941517833	2333509601	Теневой демон	?lkj
1100	1651636800	1120341121	4206096458	Восстание зла	|Y"P
1101	2037393012	1090348568	2608245693	Во время битвы увеличивает	~C<
1102	4220131521	2280742834	259747856	с, вплоть до	90UM,>m+
1108	2612215606	3980091167	2604433243	Штормовое разрушение	\+0`
1109	2384552370	2908851577	4288577041	Вызывает бурю, которая обрушивается на врага, нанося Маг.урон, равный	UZ-
1111	2598992871	633255188	735289322	Королева наг	+|_
1112	717413308	1657813127	41621566	Замораживающее проклятье	]#U
1113	949922529	3830590842	2227439457	наложенные на врага, дополнительно накладывают на врага	Vhp
1114	3870164597	78767572	1987111811	Ледяная бомба	!dA,sC#I
1115	643672208	1503395558	1778284276	Запускает	UfUS
1116	3069020707	274509586	3310342121	ледяных бомб, каждая из которых наносит	1Nv
1118	1420602104	4144034029	3057473150	Маг.урона при попадании и накладывает	N`Z8,ih.
1119	772635604	3058680485	1407165819	Вождь минотавров	rQT
1122	1552646633	3091202182	3158003410	Доблесть крепнет в бою	oa9
1123	226419255	2047889534	1452953642	За каждые	}{/
1126	1411696755	2814170701	2563214737	единиц, на которые	i.,
1131	1707003237	1027944269	2421657417	текущее количество здоровья	W<R
1133	1585384104	2032962555	28947104	героя меньше	oZw
1135	923112774	2976084375	886427380	максимального количества здоровья	^DZ=,/s{
1136	1821089429	2358690693	298314266	Ударная волна	$c8
1137	3893518477	2877234955	3764372172	Выпускает в противника	O;%
1146	633570975	1477067448	1304228681	энергетических волн. Каждая волна наносит	zUq
1149	3628187389	1460557199	548552183	магического урона. За каждые	p\z2
1150	1364052676	2260614054	1071430773	единиц	^$#v*)$'
1151	4138658392	2563639043	682021045	дополнительно выпускается одна энергетическая волна.	\vh
1153	2889366199	658644731	60855237	Тиран ледяной тени	Cuk,K2F,2F
1154	2159469889	1750224211	3979716056	Пронизывающий мороз	rRZ
1158	1004959364	38521420	1751389157	стака	'sZ,l+.HZ
1161	3133779871	745980343	1042306656	заморозки	<~8iv
1163	1196297377	873998353	814388968	на противнике, ваш	.l"@
1167	2320391042	3792735282	3682016165	урон от критического удара	:)\X,ulKs
1170	2789573611	1753901917	4087915393	Ледяная клетка	)HM,0B0GH
1172	2254449087	1517364943	1531074628	Обволакивает врагов льдом. Каждые	*ie,rnP
1174	2562489647	3729678110	4041830087	секунды накладывает на них	4)^F
1176	2791378058	3200350436	3696522915	Физический урон, наносимый вами, гарантированно будет	~cd
1177	380455828	2348965146	3388949735	критическим ударом	3D$C3
1180	2952607121	3799634863	1005639978	в течение	M]U
1184	3054821043	2091544983	1790019513	секунд.	n'Q,A9D
1188	1332751786	2055180882	710032475	Паладин	9^^,k8*
1190	3209488373	409171718	2441730841	Отвергнуть зло	D=l
1191	3529521168	3168182846	3139758328	Каждый раз, когда противник применяет	w9]
1193	97413536	4197576809	3431297738	Ультимейт	$yN
1197	2932436064	776656020	4168311028	есть шанс	wOh
1199	488152423	1829624036	1353577645	наложить на героя	LzM
1200	1928719407	1304947379	4117294936	Священный приговор	)zO
1205	1554166623	3576542025	2826800889	Призывает священный молот, который спускается с неба, наносит противнику	wKK
1206	3867018105	3971473936	3053065103	Стаки щита	T)4,;4',SZ,
1209	2703524312	3620231512	2119655248	маг. урона и	kyp9,ZzV
1211	4287060755	204637002	2419068446	равное	Kh:n,MrT
1212	1757488157	3981758231	3111207030	от этого урона.	uc8s
1213	4057761975	3060579101	2196740471	Астральный маг	ewd
1214	18163743	2090366688	3765144670	Высасывание энергии	\d`q5\
1218	814918317	3375392366	2000536400	Каждый раз, когда герой получает Маг. урон, есть шанс	A2Z
1219	2350352796	2210246726	241007027	Энергии	|)(]
1220	858511091	307127732	4178954327	Суд Ворона	/5*,ix12
1221	2112597335	1040848245	3875339296	Призывает ворону, которая атакует врага, нанося	<]q
1222	1153456903	1143414558	1794848528	Маг.урона. Каждый	J_/)J-=
1223	1434564747	2983489373	2897268390	стак	J_.,a{YO2
1225	1037988127	3576186543	1023929688	на противнике увеличивает	|s|X
1226	2183856905	32947950	2663150680	Максимальный урон	``icS
1227	2236574701	2914447343	903661050	Теневая убийца	Sav
1228	1134940643	3447572218	325075911	Кража уклонения	buS
1230	347151609	1153072415	320365421	Когда начинается битва, крадет	~Ni
1231	3108568754	3139910510	4277628630	Уклонения	~Vx[,SR7,-5O
1237	3197604319	462554556	706666197	у врага.	m9>vr:
1239	1489556125	1472214553	623696085	Колесо мести	6MB
1245	4081894959	62427063	1800755825	Бросает во врага ядовитый диск, нанося	Np<7N,|Eup
1246	3386779865	4291514061	1823141868	Физ.урона. При попадании наносит	HGvfK
1247	1394399954	596377572	1401087562	сумма	n8h
1250	392908762	1505992769	712155527	обеих сторон	<yY
1251	529973522	1117203000	1145714016	Лесной пророк	CZv
1252	824594708	3715719382	4183679683	Аура поддержки	ftXP
1254	3483513428	285946823	3378941081	Духи	'?86"
1255	1598591137	3249535654	1310582741	получают урон,  уменьшенный на	)zX
1256	3654390258	3294926401	371936386	Опутывание	-z#"
1257	3916720115	97948346	1344882637	Призывает лозы, опутывающие врага, наносящие	gb"\
1259	248540264	3169484424	146282065	маг. урон каждые	Q^9p/}
1261	4095397655	3117469805	1949012210	с в течение	]SX,pue
1262	3486020515	3397828807	1432135783	с. Каждый	b0X
1263	2822319462	1171159309	1903469159	на поле боя при использовании ультимейта продлевает продолжительность опутывания на	&_Z~,:R}1
1264	1041040520	739161845	3468183142	Повелитель хаоса	LW6
1267	1476754241	294708509	55290986	Трансформация зла	A&da
1268	3724318070	2488372864	1364089604	Когда	!v+?,6-v
1269	2169749265	821200536	1971832026	умирает, он накладывает	~i`
1271	3845068321	622040634	177136896	духа	D,a,Dtn
1272	1635580779	932380715	2159086724	Приказ подчин	Z@-3
1276	30188105	222833280	569710384	нным	0U7v
1277	815606483	423571741	766606996	Призывает метеор, который обрушивается на врага, нанося	^ES
1279	2197825926	242821141	2820067385	Физ.урона. Если	kuG
1280	1231861874	231870499	490279480	жив, призывает дополнительного	Tm$,R??ot?K
1281	70881233	4098291466	514258421	Уровень Героя	p>i
1290	1735993636	31101263	3991178355	Всадник на ядовитом драконе	8V~
1292	2636500686	2601838454	263375293	Погоня за победой	Ec8ps54
1294	3781655885	2808492220	3716110282	Увеличивает	bj"
1296	3456338435	2165125270	3354077201	за каждое уменьшение на	Vza65
1297	1932328421	3713525137	2317019363	текущего	?@(,7$<
1298	4085085353	734383628	2745157634	противника по сравнению с максимальным.	Y(b
1300	510600394	2285933654	2196379959	Свирепый шторм	`c"p
1301	500384553	2110580968	2511334920	Вызывает яростный ветер вокруг врага, мгновенно нанося на него	S6fz,4*Bo
1302	1941744577	481644566	3332528716	В течение следующих	v~j
1303	494106921	1341890084	3531086157	с каждая базовая атака, поражающая врага, наносит дополнительные	\X5
1304	1707950999	2449240422	1724281919	Маг Льда	8I;`
1306	3443323659	1669179069	2652800748	Ледяная мудрость	Gx_
1307	1775542419	855025170	3462519033	Когда на врага накладывается	fAj
1308	468218185	1243375831	1830488274	заморозка	~\~
1313	4286684387	3141201103	2646809853	с вероятностью	q}',O+[)[
1314	4047761843	1315255421	4272796458	восстанавливается	<<r
1315	2997967387	1100138295	700498723	энергии	:6L"
1316	4123318187	2435049852	4229353134	Метель	dsJ
1317	3668653864	3162405803	1727076098	Призывает	X{e2H
1328	2021789412	2929244812	2642385353	сосулек, падающих с неба во врага. Каждая сосулька наносит	/BA~t
1330	1899101182	4121521504	1507500254	единиц магического урона. За каждые	i,`:\~,m{-
1332	1453513095	3341957959	2564015187	на враге дополнительно вызывается	dWt
1333	667621634	3118392763	467588235	сосулька.	^\L
1334	520289574	152575487	2368646627	Алхимик	@Y7~
1336	3058346487	1851910353	1618672406	Кислотная бомба	y):
1337	658298393	143810584	2584682426	Каждый раз, когда герой совокупно получил  урон, равный	;~$j,!co
1338	1688166183	2667864784	2774710157	накладывает на противника	cs82
1339	3995195225	2439259398	1386591660	Химический шторм	We`uC
1340	3174184842	142591675	2838648437	здоровья каждые	:X#
1343	2317385436	2157822905	467434648	секунд в течение	\m48,xK 7D#
1344	2869558634	4207756748	4094511110	секунд. В этот период все наложенные	)?P=
1346	2432250810	4237225231	2246437342	дополнительно увеличиваются на	CER
1349	3519097786	3462687036	1534595903	уровней.	87c
1350	1778107359	1851421583	1992403548	Бог возмездия	7TT
1351	44194680	2483345026	4122267011	Восходящие Тени	=uOT
1354	1594479174	526049352	3087546574	здоровье	{=L
1356	2017189406	1259772598	607761450	героя падает ниже	.x&N4
1359	264465216	2679829376	2448760557	уклонение	@$x
1360	4062758917	399938146	2057335108	пунктов.	{*e
1364	934703070	3767600907	1600702334	Теневое Покровительство	ws`
1365	3955419903	817829969	3049467136	Использует Теневое Покровительство, чтобы получить	Oyyb,H9jt,~Sm
1366	2908953056	3211853861	2012249578	в размере	8f{+
1367	3623923017	3385343784	2525414466	наносит противнику	{2?,8H'
1368	1519758414	391056071	2376098551	Духовный священник	1a@yc
1370	4059039115	1332022388	3268078992	Теневой сдвиг	/M 
1371	3680687172	1893806636	970888448	Когда присутствует	m_t,/r}
1373	2156608929	993885556	49441074	Регенерация	Eu/Z
1374	4019091703	1443912198	836011166	героя уменьшается на	ZCN
1375	3297656955	3978528776	4269160363	но каждое	g%7,0eOg
1378	2610388310	1930440037	3653257688	восстановление	y-O,=OF
1379	109400050	1444013857	234984955	наносит	(YLZ,U_n
1380	1213504500	2308944168	918631122	Количество регенерации	n)x
1381	1004932368	2484303289	2599300980	магического урона противнику.	3r2,k4/
1383	4085649033	3926130614	1422407100	Стрела боли	'03
1385	704216777	35898497	2478004798	Выпускает теневую стрелу, наносящую противнику	nP_
1386	363744791	2256634725	3358144802	магического урона и уменьшающую восстановление противника на	.< 
1389	3036132097	3566764972	1797185573	Гоблин-инженер	F|ld+
1393	816902047	714450092	1735145752	Инженерное обновление	H]P
1395	3189609904	47287409	1209141271	Увеличивает магический урон на	ucJ
1397	3177195856	773855909	1801860520	за каждый уникальный навык, которым вы владеете.	Q9K
1399	1145776892	1289305595	3404823752	Огневая мощь	XGP
1400	2747005603	2446687681	2154794907	Выпускает	;{A,("K,lJ*
1401	4125711025	2474140709	2730621980	ракет, обстреливающих врага, каждая ракета наносит	w09^
1406	2605603268	2699998634	2055575716	физического урона.	3se
1410	3449571258	3963749392	1433733736	Разрушитель зла	HdO
1411	142587368	1090600998	1889423194	Обнуляющая атака	{6-
1413	127945634	3022462841	1553273532	Каждая базовая атака уменьшает	XHn
1418	1391072327	741930231	3831104086	Энергию	4VF,<aI<
1422	460891579	110226426	2104625481	противника на	OZ3L<
1426	2139292249	3202580790	4142575525	Взрыв пустоты	vOV
1427	2998007191	2358886440	16148417	Концентрирует энергию пустоты для удара по врагу, мгновенно нанося	8$KL
1429	1297628179	3489061066	2023040682	Уклонение врага	99m\
1430	1497937489	1826966675	3163400824	аг.урона.	<Q:
1431	2214530572	1139785668	738234541	Огненный Джинн	Yz3
1432	1850061776	3283003140	4215839266	Зацикленное заклинание	))a+=E
1433	2085427154	3963351205	905395261	У ультимейта есть шанс	7mm
1434	1480134938	1305184976	190862383	крит	5(g
1435	1549056121	3505682345	1225570047	сработать повторно, вплоть до	|ch
1437	4168702423	2334949419	3486840932	дополнительных применений.	vs]TX
1439	442168009	2150634411	3871078712	Повторные применения не учитываются в лимите	__Rd|
1440	2027954945	353725499	2500010267	Огненный шар	|0|,;xhQ
1442	2339079467	2689625362	3764116317	Бросает во врага огненный шар, наносящий	0=%
1447	774014242	2781708272	876571516	Маг.урона и оглушающий его на	;?>qc1
1448	238116732	3575691308	1795012395	с при попадании.	I~',6S%
1449	304196019	134460921	3987488320	Гигант из глубины	v/zOm@C,<;y
1450	397696547	356333645	3084735980	Упругая кожа	|<WD
1451	1342500794	3754468652	3642734687	потерянных	8?V l,/}.
1455	928546693	1694084826	3025196126	снижает количество стаков	JL"r=,3@z
1457	3968068595	4156206968	2599076596	на герое на	=W^;
1461	1355819140	4117095037	294305249	Нарастающий прилив	Wdu
1462	2044909279	2946520051	2490803752	Вызывает водяной смерч, охваченный грохотом волн, который поражает врага, нанося	+VJ
1463	1852788197	2169150011	4285246863	потерянное	";t
1464	1621683718	1799401612	2262433971	Маг. урона и накладывает столько же стаков	qYp
1465	1754063349	2847186892	2934921430	на противника.	7\X;
1466	410553687	798581663	2044740835	Ядовитый Гриб	&.w,%, ?jV
1470	1054332429	3893359467	974768037	Активный Токсин	l{9%
1471	2529658955	2338150435	3649540012	Когда на поле находится живой дух, враги получают дополнительный	PLDE
1472	979781538	852693012	802701439	урон от яда	IHM
1474	2970571322	2072951421	3546243063	текущее здоровье	:ns,ijfM
1477	2149692564	693663347	16177493	противника	_kx
1486	4143304194	1946763402	4178338367	Едкий Яд	3s'lr
1487	2049604691	3112644647	3645637359	Сгущает яд, наносящий урон врагам, снижая их	)z8<;
1493	1567591129	225460533	3809462584	скорость атаки	||<
1496	4681918	846883718	3812758770	и накладывающий	#(4
1500	2208080249	1732093859	1050223820	Древо-защитник	e-;
1501	2191334800	3043617127	2260055215	Колючие шипы	2P{
1503	442411069	273347290	2040939564	урона, фактически заблокированных	x#&
1505	2159979133	2448850019	3516024793	Щитом	m%G,`Yy+
1506	2928871853	4118565863	145552936	выпускает энергетический заряд во врага и наносит	/x"
1507	3654837298	2087875073	2093846094	Маг. урона .	$#B,eE3
1510	1166141860	2973468218	2624496284	Охранник природы	Pm,
1512	3849375651	2697496958	396839592	Вызывает	By;,Z;X
1513	2988391714	2704547447	1548384147	т герою	;Hq
1515	3864285114	2064661208	1769952444	и уменьшает	at*;
1517	4222450920	4112609889	4072025337	Долю урона духа	62!
1518	2134784576	4119972975	3625866700	длительность	J(Q
1519	707578132	3076117266	3631614039	Лунный Охотник	| R
1522	2299878475	3393429666	2796138879	Пир Охотника	U%?,6lr
1525	4187230300	1110871173	3379360901	После попадания обычной атакой по врагу наносится дополнительный магический урон, равный	<.N,$4kiu
1526	870255563	1629301113	2572618892	вражеского героя	9gi
1529	3735250246	604519947	1626091449	такое же количество здоровья.	e6U
1530	1136050189	1747234268	2119529982	Неистовая Стойка	f;@
1531	102521604	4024347335	272422283	Входит в неистовое состояние, похищая у врага	,{9F
1534	2498014967	1699054668	1762310088	скорости атаки	g_S4d
1535	4017249434	3773877746	758091133	и увеличивая эффективность	o:m
1539	3684644459	1532173938	4290605492	восстановления	/+MC
1541	2250457092	2479718093	2688563678	здоровья на	 ~9,B$O
1542	1697855158	1682656768	3826875492	сек.	SPr
1546	1864339026	4214095741	2276058955	Лесной рейнджер	%>s
1548	1045239211	1104565660	2741253513	Град стрел	3~?
1550	419649190	2928274776	1428011677	стрел во врага каждые	vpF
1552	3513133263	591211908	3045076042	с, каждая из которых наносит	gcDGm,G$Nv
1554	650815460	1693405439	2920494678	Физ.урона. Когда применяется Ультимейт, он сокращает перезарядку града стрел на	)'}
1555	3647976557	640206839	2853255753	Скрытая стрела	E`J)
1556	4264611979	3466616856	2573294240	Выпускает световую стрелу, наносящую врагу	I"v
1558	85592154	2075937564	1384654703	Маг. урона. Уклоняется от следующих	giG
1559	2328793815	3430090624	2074069397	физических атак.	L_"F[
1560	2436236425	509070218	1593032094	Чумной Доктор Скелет	)*w
1561	178319315	565236790	576244114	Костная гангрена	<ZS
1564	4233456999	2936473265	2363384972	При наложении эффекта	D@V
1566	2683245710	382624555	2098922657	если количество слоев больше	_JrS|
1568	1637783192	940302075	4085029790	дополнительно накладывает	vf`
1569	945221946	3040665740	2154404544	слоев эффекта	:T(,mX0)
1570	3337100579	3000294022	3957155725	Костяной щит: Отдача	s_!,G"j
1571	3837301362	4137968870	2920039152	Получает	a:\
1573	3473297450	3414334739	2215905521	сл. эффекта	HXw
1575	3072602961	3412450937	1577076115	и переходит в состояние контратаки. Когда	%fIQR ^,siYy
1577	2910668076	3560531213	2986213716	расходуется, на врага накладывается эффект	UQp}Z6
1578	2640270217	579400981	485800372	в количестве, равном израсходованным слоям	c1B,r5Z>
1582	3263178946	3155529140	325259436	но не более	[{<-
1583	2621769792	766958865	628986467	Кровожадный берсерк	juz
1584	3486145552	954497254	3500882099	Разрастание Плоти и Крови	UN(
1585	3291526457	4274628559	1791626576	Критические атаки	6~`
1588	1197950060	4062384875	3962416571	крадут у противника	`a4
1590	1527702920	190010236	186016015	Ваше Макс.	Ou+
1595	3899939478	4127887528	580721741	Сегментация плоти и крови	t\k~
1599	2642001670	990001226	3978472073	Призывает острые лезвия, чтобы разделать врага и мгновенно нанести	$GaT
1603	439399778	627338096	4203252712	разницу между	Ra)
1605	2955616253	959574140	898690370	максимальным количеством здоровья	T]U_
1606	2509203743	3651964000	1271331330	сторон	QIl
1608	1810305623	190639453	1053267031	Яростный маг	A]`O
1609	656888786	3636340037	4045247496	Тактильное воздействие	W)3
1611	1253173304	3259009423	2629127420	врага	z8:
1615	2601333219	1452900400	2067903570	падает ниже	dOh[,RCUQ
1620	131341998	3349470693	256731093	с увеличивает	e~?
1623	2238608591	3025966514	496503975	Ярость	Sv2-Q>#*
1625	738621363	663841044	1464139119	с. Может быть активирован только один раз за бой.	s1~
1626	3519612145	486047539	3497564520	Луч разрушения	o!W
1627	2587073778	557117502	3526871468	Выпускает луч, заряженный разрушительной энергией, наносящий противнику	Lm2
1634	2887684741	910236128	3346938925	сумма ярости обеих сторон	z/w
1636	3850020367	1784732061	79883216	Пиромант	?[(
1637	3407940869	1904878380	2673727560	Раскал	dHFP
1639	1763204664	3379685008	3129787334	нная Энергия	p:S[
1641	2353336477	36567774	3813282933	Ярости	vo=
1643	279004904	140036861	1530166624	Огненная Комета	CeF
1644	3009302413	2428097006	3554189483	Наносит врагам магический урон в размере	N.U$!2
1645	2096285903	2815519027	2850535711	Текущая ярость	2s%
1646	2438352876	3323205080	4062569090	Багровый Клинок Шура	d[E
1650	3901569695	1423620529	37092070	Ярость Шуры	b?@
1651	4256451783	2214416472	3491218190	В состоянии ярости получает бонус к скорости атаки, равный бонусу к урону.	zJ|
1654	3772792080	2787049175	610496983	Серия ударов демонического клинка	A9Q44)'!
1655	38347228	1141800408	3599750279	Зачаровывает оружие. Следующие	K.Xhl
1657	2153583019	3229985764	1415684749	наносят дополнительно	m[)
1658	3857336203	3829033011	89821355	маг. урона и восстанавливают	zq\]
1659	3491359303	26384743	1538955807	при попадании.	|"B/(
1660	2522968211	1744323998	1359956291	Сшитый бегемот	^cz
1661	780110711	1769920130	3430862901	Изменение плоти	t'U}
1662	417667049	2140225702	1755087904	После того, как	2fR
1663	4242251883	1072942167	1477710773	умрет, превращает	:VYT|l_!
1664	2028866084	40088716	135565038	героя в  нового	SpmO
1665	1532340398	2712927551	2603275224	Изменение плоти невозможно, если здоровье	v}`V
1667	189707786	2841811864	2518807249	героя	6>U,o]*B,on63
1668	1655223209	1254459657	2457718239	ниже	30-
1669	3038250962	3066048441	2961176808	Призрачный удар	uW,
