index,id,type,size
858,1758378955,1703313584,4177712919
859,3967351721,3326168263,2707767998
860,3872583887,2740375465,1437152474
861,2857935905,1984734681,1323587207
862,3450150694,3431735750,1903829589
863,3112114212,4075050936,1067447227
864,2220428599,296022364,1560849592
865,4274276315,1314939805,2636146285
866,1924558572,3472534611,876257231
867,390267565,1319136133,3670903542
868,607624389,2578055064,458574562
869,3948978902,3341201208,4131151763
870,630996936,3098660410,3507930021
871,2049367855,4158340211,765003971
872,1825552548,616051075,649563254
873,2572614945,3992644628,2175796947
874,3390070598,1134220805,3520780149
875,694209586,3799401118,1488275446
876,1502153425,1890813592,2067965382
877,3931315324,3998904583,990573436
878,1542648143,280166766,2914741547
879,390215620,4292841571,1430977505
880,3709334526,2089305920,4154667380
881,586913274,1523482323,254860928
882,1964347559,4257003265,530545165
883,3970082811,2739897940,3662438209
884,2810028056,3441649967,3469002176
885,3966646409,1202667992,129767300
886,3149895395,1895948811,1678719088
887,2049032938,3389341182,2584436963
888,3522270014,79595439,1311369819
889,1555474501,634387066,1152956197
890,300651049,3434533998,3457948131
891,3511492678,1722380279,1672503002
892,2217542518,2518852326,3394595929
893,2787476863,3973349501,951197121
894,119154207,3079678044,1634760103
895,4050936507,2368257935,3009351757
896,3405738299,4265957946,2980169118
897,1017459179,1567529074,2747365276
898,2798431611,1363376475,2817847013
899,1939525040,2796102945,1580637466
900,2498624703,326636453,642128015
901,2350017995,4174923494,3673561137
902,3915768456,3407890381,1981242738
903,4148966352,3165595222,1914856074
904,2410066981,3588306551,3820495141
905,1104084968,3410218750,2180865829
906,217536708,2946499594,1359087130
907,2359039666,1856860069,244305327
908,3863142071,1800904805,1732221927
909,1943630310,3623593687,203382527
910,3710201417,251993478,2499589729
911,617555803,1557234158,215082474
912,2005645839,860538809,1207751994
913,273820376,3997616798,3097793963
914,4277676724,3260867840,68676069
915,4148169366,2107668022,2352595254
916,3128858376,3792625725,2850450348
917,2235441180,1361644355,83297042
918,2034914226,86629749,1952737479
919,475453041,1192557510,2930477743
920,2355392070,3763468667,762559290
921,1325499419,723093873,220472158
922,3551173588,4285070875,456704835
923,2094564230,2680582904,952750608
924,4065141824,2680760598,154329314
925,1988144547,2157691484,1819368697
926,418804731,1637961501,3732175684
927,1883424218,1553149263,219866896
928,875727469,2395579291,276854122
929,624614978,3550050121,484750187
930,3848874776,321086060,3943936317
931,146151153,663337778,2904079160
932,2148996718,1356309834,815082368
933,162354244,757356533,3428128598
934,2883488169,3817452130,276966403
935,954919692,2999454017,3459258160
936,1019687960,1920206645,530698211
937,1747559068,458936029,201882145
938,3001718283,945476866,2675492729
939,2821524040,32320128,2371960510
940,3146696691,1317308021,3892222522
941,3683878155,1617389613,3788063478
942,2434045823,1766501288,1328787060
943,454617526,4103977895,1905507681
944,2926677261,1357695164,1183979712
945,3408009394,175201003,3321659251
946,3195126692,424197990,636265966
947,1763058908,1390371957,4050862976
948,670710065,1500126263,3404472965
949,2405754875,1905701638,3064498873
950,3187313745,3918227730,1142628963
951,4031063799,1140188158,2555473048
952,1237068570,2018019760,323164358
953,3833605430,2794656970,3188673911
954,2427612943,2131096430,1143331017
955,4079990554,1796684702,3871814227
956,3534815483,2640603499,2532035388
957,462054676,3292082147,46372109
958,3369308396,1061121415,1420496974
959,3644861198,3743300565,1879152690
960,446880502,1753752427,1099421441
961,3707691551,4215002082,3805403778
962,684199312,3841970772,2196349903
963,1446198649,2181596055,3336235853
964,2372114070,3374295630,2253127105
965,2075901631,42702795,662291366
966,3917752124,633997796,4144846334
967,2723572411,2474817137,2467078886
968,4145203485,2132026972,372640561
969,4099903521,1970649481,3961881636
970,3583748209,2935724503,3385545801
971,1339430158,3618813207,2025386803
972,1303683740,681359196,2881209339
973,1886198622,4287681792,4190722251
974,3179026562,179713647,1082486672
975,551952198,2750245840,1516986250
976,2374889301,1386719642,4035401911
977,2702350722,1628271672,2158955168
978,2289471222,3525769381,3444967094
979,3404611436,889869360,814599503
980,2821480718,2983926875,3241373510
981,4100147536,2583427936,3767187129
982,2323509866,3359250357,2161875053
983,3569231723,350675313,2942631736
984,4148025877,1979839395,2986383231
985,1775703667,2257795238,2733666992
986,3556844093,3403232338,2382530681
987,1661436355,3750389713,3393608959
988,331745474,1258481045,3792355372
989,2847752595,4048987665,1691639529
990,4062152085,1805044442,934381447
991,2761808127,1922691599,4246611572
992,3336370917,1208847488,1212354457
993,174950400,83785617,3933901360
994,1622230682,739457407,4262093209
995,178405273,3420181392,1770753280
996,1794550851,2893450072,1468414151
997,3018362156,836190377,3761960239
998,1345245283,886072048,354512103
999,3059555445,1814383111,3398223311
1000,165226582,3737890968,3398127197
1001,1487190838,2156964264,1211837489
1002,921495509,3147519721,3821259417
1003,676077527,3328027062,2538496935
1004,317301743,3954333490,3076671191
1005,733994893,1441773603,980203249
1006,3509533706,559276087,307656773
1007,968423503,2797242277,2183789684
1008,2909135888,4012852003,1865767451
1009,359209547,3242662752,3465628422
1010,1417766513,2304888058,983289931
1011,3772036068,1639124349,2660644803
1012,4086337317,1552235970,3731510268
1013,726616829,1710421845,4136717640
1014,977059800,345810945,2484121730
1015,374200360,1483768237,1621458581
1016,2743975061,905190847,1290925058
1017,3054255574,945002920,12315917
1018,181250643,3090682209,2670406409
1019,156089154,2627380309,3758350764
1020,1031969293,2144710473,2755755043
1021,610968554,371503434,3032206401
1022,782854500,989784597,3258378058
1023,3394770862,2586400290,2259819624
1024,105154697,2632422685,1254651972
1025,1249840650,2872289783,3253452432
1026,2466479499,3256107841,4228731334
1027,3230350502,3272344039,3688843716
1028,2500306852,4167884936,2851336867
1029,1535613611,2331606219,1302146229
1030,428556035,3478473763,2606116055
1031,3396888520,3107660287,2298674579
1032,2919994100,818808494,3199029951
1033,2660469214,369628940,1261096243
1034,3460870567,2196063346,4157071575
1035,232225760,402879227,2497840788
1036,3396179947,3051618688,1318972446
1037,4236150585,919821244,2213493926
1038,3056367540,4081247802,717762808
1039,2067086347,2792704048,556260342
1040,1448430686,1298072335,279972123
1041,2849420783,622651648,3553080847
1042,1768128249,3456719399,3203764000
1043,1531592674,4058468892,2667558490
1044,2022683664,3285185869,3479931176
1045,1842383740,3441006958,754378075
1046,2153563394,2737754237,564023391
1047,335782588,3173855032,2878371197
1048,1536430731,1002200214,2702132560
1049,2765379180,515909715,1628157225
1050,1967338849,3561874156,927455874
1051,3752700376,804703955,779312994
1052,1076632049,3738500495,3716551882
1053,1683628345,2801607069,2634150886
1054,2027527308,1869889122,3050211405
1055,69238731,4074059090,2465421037
1056,249740630,385340470,579455660
1057,3737142753,3152982942,3659484740
1058,774634989,398110367,1449042757
1059,1709390924,1186500704,1667199694
1060,2757101318,3094754907,2907854184
1061,956300983,505348791,1023269438
1062,115621974,210885798,1550685991
1063,816298577,2026723623,2792458604
1064,3388727154,3215033674,3103163339
1065,4031290625,3187812577,3110737569
1066,315779440,396475955,54058078
1067,1643738133,60948339,3373228435
1068,4238534649,2697208717,749103863
1069,967633914,3044465137,395891702
1070,2492069955,1277105151,3450227291
1071,3451489855,1987137087,2621856633
1072,2288373508,1432111709,2306037835
1073,761796076,1954763290,2739254389
1074,3353135082,511991622,1256450086
1075,942432201,3173962613,3660332636
1076,1537705113,2562375318,3272602480
1077,159457517,2862226303,459434382
1078,2046266983,2563328857,2890972550
1079,2918945551,3831755107,267445286
1080,3217119424,2089470900,1554395747
1081,331209852,1686931245,4004515579
1082,3603694344,1275337286,2270292408
1083,3142450127,542360628,3427433139
1084,2924805824,1515119693,1256779646
1085,1254254484,2400221223,3635652159
1086,4050917894,3073765432,579338713
1087,2727462030,1938332840,3585514532
1088,2052285661,4222312311,1034429821
1089,3188554404,3751233969,815368822
1090,3133892083,2936359414,2147107910
1091,3325614524,3470307402,2141079335
1092,3798904451,2970017388,4108314604
1093,3601111771,2408163918,1074449811
1094,2387677778,2274501972,3173788190
1095,3815141962,3474915588,3392270697
1096,3892453208,948629458,1447268144
1097,1046896753,941517833,2333509601
1098,2667900575,370021050,630607025
1099,878202903,4091865433,1813327995
1100,1651636800,1120341121,4206096458
1101,2037393012,1090348568,2608245693
1102,4220131521,2280742834,259747856
1103,3595676642,1134750500,1410556119
1104,1656956223,958693082,1105000809
1105,2870974814,3361838941,2288912872
1106,1768619132,2540382043,1539983550
1107,2649966204,1505278531,1576609813
1108,2612215606,3980091167,2604433243
1109,2384552370,2908851577,4288577041
1110,1549361217,151338282,3377850305
1111,2598992871,633255188,735289322
1112,717413308,1657813127,41621566
1113,949922529,3830590842,2227439457
1114,3870164597,78767572,1987111811
1115,643672208,1503395558,1778284276
1116,3069020707,274509586,3310342121
1117,4229893374,4160195474,1334634294
1118,1420602104,4144034029,3057473150
1119,772635604,3058680485,1407165819
1120,3868434092,1262735278,360563537
1121,3277351145,3700403007,3810966022
1122,1552646633,3091202182,3158003410
1123,226419255,2047889534,1452953642
1124,1907862315,339000292,885758987
1125,9964450,1242090715,4202524454
1126,1411696755,2814170701,2563214737
1127,3110555419,4272257044,4024712948
1128,706719829,718932224,2182436042
1129,551534555,1153950453,1238354213
1130,1234803458,1984278939,1261991854
1131,1707003237,1027944269,2421657417
1132,175997973,1062726518,1959887803
1133,1585384104,2032962555,28947104
1134,766127546,1825531561,4013082604
1135,923112774,2976084375,886427380
1136,1821089429,2358690693,298314266
1137,3893518477,2877234955,3764372172
1138,2987318170,3330726767,312357942
1139,1400377433,2824469015,2299581052
1140,3090025150,3353582569,1785943304
1141,3449505528,717811504,2343237315
1142,3591734431,1985397446,3986929993
1143,4137260298,4186117682,1469748426
1144,2041067933,2715352161,1391324894
1145,2934556152,2491128171,1606455825
1146,633570975,1477067448,1304228681
1147,2865229499,1317835399,4244977060
1148,663542208,3578858914,4239120786
1149,3628187389,1460557199,548552183
1150,1364052676,2260614054,1071430773
1151,4138658392,2563639043,682021045
1152,344419968,2668366479,4124947487
1153,2889366199,658644731,60855237
1154,2159469889,1750224211,3979716056
1155,991414821,1569700807,1984302178
1156,3414877021,2685567274,791504887
1157,3161977182,3145265720,3067190743
1158,1004959364,38521420,1751389157
1159,118464153,1500851107,619975292
1160,3584647738,1050965914,3616891125
1161,3133779871,745980343,1042306656
1162,2461598252,1062295271,3195114321
1163,1196297377,873998353,814388968
1164,4279326504,1753663689,1450839686
1165,2475637111,2115126708,1238607100
1166,1447627879,907745405,3411315912
1167,2320391042,3792735282,3682016165
1168,3567109414,1884319800,3371660832
1169,688624096,3226105591,610392562
1170,2789573611,1753901917,4087915393
1171,506353742,2220109107,2392288778
1172,2254449087,1517364943,1531074628
1173,749466164,2592828901,3437122318
1174,2562489647,3729678110,4041830087
1175,2886083704,4073663194,629569225
1176,2791378058,3200350436,3696522915
1177,380455828,2348965146,3388949735
1178,572876204,3211031540,2183912925
1179,2808898101,2416214888,3223603994
1180,2952607121,3799634863,1005639978
1181,2305364780,3155353509,1973252831
1182,4088405535,4131137632,3053099535
1183,3217917078,3902142739,1346928624
1184,3054821043,2091544983,1790019513
1185,3896729776,2060921181,4266189749
1186,3704953071,1269536243,1948995100
1187,139540076,2294685988,4170418400
1188,1332751786,2055180882,710032475
1189,2576347957,304757895,3103209466
1190,3209488373,409171718,2441730841
1191,3529521168,3168182846,3139758328
1192,3195606510,1159315731,2308735255
1193,97413536,4197576809,3431297738
1194,1708469078,2550632030,2720695039
1195,739587604,3595657361,809739094
1196,567812752,3943878509,16451770
1197,2932436064,776656020,4168311028
1198,1175835487,2524935526,3443665225
1199,488152423,1829624036,1353577645
1200,1928719407,1304947379,4117294936
1201,2382256411,3174917424,197731077
1202,1222339490,903115640,3522428479
1203,2282346836,2099884064,647657422
1204,2753298024,208823411,67719847
1205,1554166623,3576542025,2826800889
1206,3867018105,3971473936,3053065103
1207,4190513944,1138767879,95803388
1208,3579667499,1106183306,2185855111
1209,2703524312,3620231512,2119655248
1210,632774409,2412452859,1492747255
1211,4287060755,204637002,2419068446
1212,1757488157,3981758231,3111207030
1213,4057761975,3060579101,2196740471
1214,18163743,2090366688,3765144670
1215,2609483735,3961189322,989194779
1216,3593343372,457433550,1986214076
1217,3215115704,2696911539,428683765
1218,814918317,3375392366,2000536400
1219,2350352796,2210246726,241007027
1220,858511091,307127732,4178954327
1221,2112597335,1040848245,3875339296
1222,1153456903,1143414558,1794848528
1223,1434564747,2983489373,2897268390
1224,1288656410,3858688100,2111522849
1225,1037988127,3576186543,1023929688
1226,2183856905,32947950,2663150680
1227,2236574701,2914447343,903661050
1228,1134940643,3447572218,325075911
1229,420672309,3265058212,3507142324
1230,347151609,1153072415,320365421
1231,3108568754,3139910510,4277628630
1232,2090585794,3710315696,2194091649
1233,1392728872,330899234,710286520
1234,2242822159,3521445950,4068496694
1235,444776283,1517991673,2548410177
1236,102919894,1743489818,1292991338
1237,3197604319,462554556,706666197
1238,3006430196,332814346,540275702
1239,1489556125,1472214553,623696085
1240,3534526816,1793287512,221151456
1241,3522671226,3073403534,734787713
1242,566244753,1432030650,260095205
1243,206886188,1605474966,1818112379
1244,2857003847,1472530429,181424910
1245,4081894959,62427063,1800755825
1246,3386779865,4291514061,1823141868
1247,1394399954,596377572,1401087562
1248,1664049636,3480012614,3734216202
1249,437667580,2437688790,3440704423
1250,392908762,1505992769,712155527
1251,529973522,1117203000,1145714016
1252,824594708,3715719382,4183679683
1253,1369898346,430154099,1261075904
1254,3483513428,285946823,3378941081
1255,1598591137,3249535654,1310582741
1256,3654390258,3294926401,371936386
1257,3916720115,97948346,1344882637
1258,3490354010,920514967,1354644439
1259,248540264,3169484424,146282065
1260,4100630626,67241822,383043558
1261,4095397655,3117469805,1949012210
1262,3486020515,3397828807,1432135783
1263,2822319462,1171159309,1903469159
1264,1041040520,739161845,3468183142
1265,1645690720,51619761,917708006
1266,3580707151,3110341694,1899952398
1267,1476754241,294708509,55290986
1268,3724318070,2488372864,1364089604
1269,2169749265,821200536,1971832026
1270,1108167290,342847175,939548699
1271,3845068321,622040634,177136896
1272,1635580779,932380715,2159086724
1273,2775224628,2424195135,3233664128
1274,2197787380,2582019109,1994176
1275,2867450066,2248872638,925140814
1276,30188105,222833280,569710384
1277,815606483,423571741,766606996
1278,3452260372,1653000107,3185278983
1279,2197825926,242821141,2820067385
1280,1231861874,231870499,490279480
1281,70881233,4098291466,514258421
1282,3653383623,3789338667,272165800
1283,2012621516,2226294447,928592031
1284,679333411,2163602590,928771949
1285,2698155038,1753957074,1611350783
1286,857940651,1740745487,2320371214
1287,1533017974,3138818658,3406726467
1288,4002260022,4074957017,3980439496
1289,344477173,967246564,3772480203
1290,1735993636,31101263,3991178355
1291,2737027694,2791547730,2518869601
1292,2636500686,2601838454,263375293
1293,2163299251,187745340,157667785
1294,3781655885,2808492220,3716110282
1295,2384135184,3126842391,940171246
1296,3456338435,2165125270,3354077201
1297,1932328421,3713525137,2317019363
1298,4085085353,734383628,2745157634
1299,3963506738,1976734283,1965608236
1300,510600394,2285933654,2196379959
1301,500384553,2110580968,2511334920
1302,1941744577,481644566,3332528716
1303,494106921,1341890084,3531086157
1304,1707950999,2449240422,1724281919
1305,3436196067,3773868086,1731908672
1306,3443323659,1669179069,2652800748
1307,1775542419,855025170,3462519033
1308,468218185,1243375831,1830488274
1309,2542770710,3183915005,2754050862
1310,1081216532,3571881935,3576345778
1311,1688184730,2596919833,2442763283
1312,716212968,219520289,4015264309
1313,4286684387,3141201103,2646809853
1314,4047761843,1315255421,4272796458
1315,2997967387,1100138295,700498723
1316,4123318187,2435049852,4229353134
1317,3668653864,3162405803,1727076098
1318,2758077656,1808003482,910992482
1319,3072829383,1822181434,3490162619
1320,1459549061,4147164149,2676927067
1321,2435978673,2554691455,4241108439
1322,1333545999,2513268121,3806492179
1323,934458405,341603297,4211597417
1324,1502760359,3967464434,896070994
1325,291004940,1336225107,3220614533
1326,722082223,2800880052,1078278997
1327,3233913028,699758267,274990168
1328,2021789412,2929244812,2642385353
1329,143536069,2874061263,2792577242
1330,1899101182,4121521504,1507500254
1331,909568120,279155187,238187061
1332,1453513095,3341957959,2564015187
1333,667621634,3118392763,467588235
1334,520289574,152575487,2368646627
1335,304683339,4073509685,2993060992
1336,3058346487,1851910353,1618672406
1337,658298393,143810584,2584682426
1338,1688166183,2667864784,2774710157
1339,3995195225,2439259398,1386591660
1340,3174184842,142591675,2838648437
1341,842468268,1181287494,2648748987
1342,2201749006,3700235195,578622665
1343,2317385436,2157822905,467434648
1344,2869558634,4207756748,4094511110
1345,405046612,3992221060,457348769
1346,2432250810,4237225231,2246437342
1347,599496954,2997990281,2734084272
1348,2438144060,393461853,2670690050
1349,3519097786,3462687036,1534595903
1350,1778107359,1851421583,1992403548
1351,44194680,2483345026,4122267011
1352,1137524105,3655911059,1543081172
1353,1511998763,2428758313,2169185070
1354,1594479174,526049352,3087546574
1355,786108219,3736271616,4121228414
1356,2017189406,1259772598,607761450
1357,2367807320,412609208,405027854
1358,1514009262,3269321732,722858063
1359,264465216,2679829376,2448760557
1360,4062758917,399938146,2057335108
1361,2998739830,2959591038,3033205963
1362,300277074,3653873905,461328818
1363,3974609830,2375100252,1731423436
1364,934703070,3767600907,1600702334
1365,3955419903,817829969,3049467136
1366,2908953056,3211853861,2012249578
1367,3623923017,3385343784,2525414466
1368,1519758414,391056071,2376098551
1369,2600088429,2723958800,279486632
1370,4059039115,1332022388,3268078992
1371,3680687172,1893806636,970888448
1372,1155839511,1377645835,3439006265
1373,2156608929,993885556,49441074
1374,4019091703,1443912198,836011166
1375,3297656955,3978528776,4269160363
1376,2925160706,1314120237,1283763394
1377,4087717866,2106754345,1391978222
1378,2610388310,1930440037,3653257688
1379,109400050,1444013857,234984955
1380,1213504500,2308944168,918631122
1381,1004932368,2484303289,2599300980
1382,2539151024,1062080351,3895445397
1383,4085649033,3926130614,1422407100
1384,3591204140,571889337,1993937253
1385,704216777,35898497,2478004798
1386,363744791,2256634725,3358144802
1387,3863333962,3752716234,3959719914
1388,2972950368,101818523,1305899764
1389,3036132097,3566764972,1797185573
1390,4294372884,350281789,3922985611
1391,309654670,2835036158,1675829659
1392,812820698,1383676762,3420099896
1393,816902047,714450092,1735145752
1394,3301333355,4149588776,1357005545
1395,3189609904,47287409,1209141271
1396,1095352419,918596787,2827497255
1397,3177195856,773855909,1801860520
1398,4278784234,3544735719,2823689061
1399,1145776892,1289305595,3404823752
1400,2747005603,2446687681,2154794907
1401,4125711025,2474140709,2730621980
1402,2813005593,3457110490,1619209178
1403,1402277664,3107716046,1279006680
1404,1486775293,1601320220,1874157580
1405,1360784498,3649760856,4251078262
1406,2605603268,2699998634,2055575716
1407,1313756690,1680190790,2736519695
1408,2712179920,3719524382,1199344430
1409,1047666038,2801989314,3610200173
1410,3449571258,3963749392,1433733736
1411,142587368,1090600998,1889423194
1412,4148581033,2130577542,2243307320
1413,127945634,3022462841,1553273532
1414,2816389782,1112090923,3788150945
1415,1584712448,2018404877,1927185927
1416,2973580514,4290671545,1243381763
1417,2344488436,1828273827,3350538731
1418,1391072327,741930231,3831104086
1419,1009985363,2166747187,695360584
1420,3799232371,1069490154,3469487986
1421,843688124,3699939239,1832053846
1422,460891579,110226426,2104625481
1423,1455885216,1529078961,1385467482
1424,1894210452,940388555,2224656635
1425,1648802761,4125968367,1243706568
1426,2139292249,3202580790,4142575525
1427,2998007191,2358886440,16148417
1428,817531080,2516342394,2534836528
1429,1297628179,3489061066,2023040682
1430,1497937489,1826966675,3163400824
1431,2214530572,1139785668,738234541
1432,1850061776,3283003140,4215839266
1433,2085427154,3963351205,905395261
1434,1480134938,1305184976,190862383
1435,1549056121,3505682345,1225570047
1436,3398394739,3214283501,1570848981
1437,4168702423,2334949419,3486840932
1438,3581610612,2471288364,3019083774
1439,442168009,2150634411,3871078712
1440,2027954945,353725499,2500010267
1441,437164950,627551161,3368748127
1442,2339079467,2689625362,3764116317
1443,3225889140,763852002,1446470798
1444,2067219288,1445749139,3004685912
1445,1473545412,1431258173,4285776732
1446,827134879,2700058036,162103268
1447,774014242,2781708272,876571516
1448,238116732,3575691308,1795012395
1449,304196019,134460921,3987488320
1450,397696547,356333645,3084735980
1451,1342500794,3754468652,3642734687
1452,1386816360,1744032873,1474507542
1453,373479599,2700360858,220842420
1454,1434002535,405131608,955996737
1455,928546693,1694084826,3025196126
1456,2583774900,3828650701,3456680736
1457,3968068595,4156206968,2599076596
1458,2098323310,2688429467,180865007
1459,2895603214,3298978178,2612103466
1460,3145523133,4281614737,1074697237
1461,1355819140,4117095037,294305249
1462,2044909279,2946520051,2490803752
1463,1852788197,2169150011,4285246863
1464,1621683718,1799401612,2262433971
1465,1754063349,2847186892,2934921430
1466,410553687,798581663,2044740835
1467,904073259,2974294822,1320161112
1468,601673453,144464256,2091562397
1469,457392450,448137761,1985363681
1470,1054332429,3893359467,974768037
1471,2529658955,2338150435,3649540012
1472,979781538,852693012,802701439
1473,2759097301,864681542,1196002158
1474,2970571322,2072951421,3546243063
1475,3803387510,76571285,3689338592
1476,438041915,245869989,3050926954
1477,2149692564,693663347,16177493
1478,1660329204,1565765771,4214740148
1479,4000235494,3289746132,2516673989
1480,852536512,3453505523,2549167643
1481,2007870034,3636746875,2434952423
1482,1411595400,1563418239,2393890706
1483,2320754304,2568631391,1676516893
1484,644620569,1532922024,1107519500
1485,1042750308,1949623132,1908450410
1486,4143304194,1946763402,4178338367
1487,2049604691,3112644647,3645637359
1488,430326266,2790413952,2729285860
1489,2989081,405303238,3341325138
1490,1380981177,2246870092,4074715730
1491,2689961990,1264967521,868775837
1492,1855089896,245667887,1421384837
1493,1567591129,225460533,3809462584
1494,3114409412,3247302717,3865371558
1495,206467145,3894260601,1861035083
1496,4681918,846883718,3812758770
1497,3054724360,2232656232,4101829790
1498,1532654457,3623607264,1467687159
1499,1553408362,999495562,3257767101
1500,2208080249,1732093859,1050223820
1501,2191334800,3043617127,2260055215
1502,1553472134,2306068884,1233685405
1503,442411069,273347290,2040939564
1504,2322269538,3928816562,251080497
1505,2159979133,2448850019,3516024793
1506,2928871853,4118565863,145552936
1507,3654837298,2087875073,2093846094
1508,2624572547,207032152,793306357
1509,1821628772,2985423196,4024846365
1510,1166141860,2973468218,2624496284
1511,697975260,2419724928,2628264510
1512,3849375651,2697496958,396839592
1513,2988391714,2704547447,1548384147
1514,791418254,3760141620,2378871587
1515,3864285114,2064661208,1769952444
1516,740016223,793501783,100580699
1517,4222450920,4112609889,4072025337
1518,2134784576,4119972975,3625866700
1519,707578132,3076117266,3631614039
1520,1000120200,3682141969,1344568853
1521,2254624749,545722806,3637689218
1522,2299878475,3393429666,2796138879
1523,340237140,1878778535,382509148
1524,2304706560,1901185666,1797684877
1525,4187230300,1110871173,3379360901
1526,870255563,1629301113,2572618892
1527,1639758767,2656009386,601125754
1528,1745753687,806445440,3403500833
1529,3735250246,604519947,1626091449
1530,1136050189,1747234268,2119529982
1531,102521604,4024347335,272422283
1532,2819641853,1744853418,995932063
1533,2610748381,1645632513,408700861
1534,2498014967,1699054668,1762310088
1535,4017249434,3773877746,758091133
1536,2591472702,4040189810,3472358244
1537,618742617,773558074,4093816316
1538,1272997499,2043980982,2014960461
1539,3684644459,1532173938,4290605492
1540,370135626,606909667,3832039406
1541,2250457092,2479718093,2688563678
1542,1697855158,1682656768,3826875492
1543,3041698682,1090684527,2014166212
1544,3084333395,3595548705,3848565809
1545,2006558498,4191769708,1849806943
1546,1864339026,4214095741,2276058955
1547,4261702074,3273803533,2900966693
1548,1045239211,1104565660,2741253513
1549,2408450804,3132517957,334664426
1550,419649190,2928274776,1428011677
1551,2574731705,3986307520,1543951217
1552,3513133263,591211908,3045076042
1553,2271122791,3856766668,292897068
1554,650815460,1693405439,2920494678
1555,3647976557,640206839,2853255753
1556,4264611979,3466616856,2573294240
1557,4280848243,351956395,2467997225
1558,85592154,2075937564,1384654703
1559,2328793815,3430090624,2074069397
1560,2436236425,509070218,1593032094
1561,178319315,565236790,576244114
1562,3972356850,3853466327,162687443
1563,203606680,1065590534,2605527193
1564,4233456999,2936473265,2363384972
1565,598627488,50568146,1828751051
1566,2683245710,382624555,2098922657
1567,3313868394,3811167561,3597666971
1568,1637783192,940302075,4085029790
1569,945221946,3040665740,2154404544
1570,3337100579,3000294022,3957155725
1571,3837301362,4137968870,2920039152
1572,2637020906,492438052,1154171340
1573,3473297450,3414334739,2215905521
1574,2645547364,1933774504,857509863
1575,3072602961,3412450937,1577076115
1576,3588884753,2654415181,1698243381
1577,2910668076,3560531213,2986213716
1578,2640270217,579400981,485800372
1579,3404126226,473017,2346252536
1580,3894389104,792693449,503587759
1581,1271216347,3331845075,4101468867
1582,3263178946,3155529140,325259436
1583,2621769792,766958865,628986467
1584,3486145552,954497254,3500882099
1585,3291526457,4274628559,1791626576
1586,55883202,2275070798,563891222
1587,1798712605,3286580703,3293527411
1588,1197950060,4062384875,3962416571
1589,3390585657,1073193077,731873826
1590,1527702920,190010236,186016015
1591,1550300816,986152203,4244289875
1592,223408358,1580431526,1353646434
1593,2110729371,398366604,2026580149
1594,2131321073,826041528,1147616354
1595,3899939478,4127887528,580721741
1596,530860183,2419310472,2718055502
1597,3411400142,4268906600,1468821129
1598,431070291,2319332269,2871317740
1599,2642001670,990001226,3978472073
1600,4078757710,1257566571,868677621
1601,1033657838,3027581982,3288204776
1602,882280022,2232968216,2909958003
1603,439399778,627338096,4203252712
1604,394686964,2487896333,2681190380
1605,2955616253,959574140,898690370
1606,2509203743,3651964000,1271331330
1607,3140498749,1930697701,3267712797
1608,1810305623,190639453,1053267031
1609,656888786,3636340037,4045247496
1610,3319085825,1951398418,1416795854
1611,1253173304,3259009423,2629127420
1612,762455521,2606907297,2030830218
1613,1670460952,578133763,3522483259
1614,884860657,2106072002,3017144421
1615,2601333219,1452900400,2067903570
1616,3091079538,105466512,1342266886
1617,362202941,1475312159,409529663
1618,47356490,3952948391,1771664435
1619,1479309909,2726191469,1959515889
1620,131341998,3349470693,256731093
1621,192403749,1065751881,1726124394
1622,327010576,4103020821,2604933493
1623,2238608591,3025966514,496503975
1624,1061931901,1326917246,3437567147
1625,738621363,663841044,1464139119
1626,3519612145,486047539,3497564520
1627,2587073778,557117502,3526871468
1628,1827099376,335741419,3689200082
1629,1599498440,3207886473,793478801
1630,1785914425,3459868860,3113979875
1631,2413737348,3082322257,2976184953
1632,2775156714,1175643819,1220997429
1633,2515331191,1375236611,878322090
1634,2887684741,910236128,3346938925
1635,3578946140,853704626,2086418130
1636,3850020367,1784732061,79883216
1637,3407940869,1904878380,2673727560
1638,4246227816,348331789,4076227136
1639,1763204664,3379685008,3129787334
1640,3240951078,2725062508,856972984
1641,2353336477,36567774,3813282933
1642,1167176250,207214143,3334450370
1643,279004904,140036861,1530166624
1644,3009302413,2428097006,3554189483
1645,2096285903,2815519027,2850535711
1646,2438352876,3323205080,4062569090
1647,2535156059,387800398,1903502346
1648,4061306584,1983673116,1189857901
1649,2382666541,4162473059,3184987984
1650,3901569695,1423620529,37092070
1651,4256451783,2214416472,3491218190
1652,116853352,2516099193,2361687001
1653,2148365371,903422129,326142727
1654,3772792080,2787049175,610496983
1655,38347228,1141800408,3599750279
1656,1848826037,2232843252,588490467
1657,2153583019,3229985764,1415684749
1658,3857336203,3829033011,89821355
1659,3491359303,26384743,1538955807
1660,2522968211,1744323998,1359956291
1661,780110711,1769920130,3430862901
1662,417667049,2140225702,1755087904
1663,4242251883,1072942167,1477710773
1664,2028866084,40088716,135565038
1665,1532340398,2712927551,2603275224
1666,3585833671,2665262824,1020073143
1667,189707786,2841811864,2518807249
1668,1655223209,1254459657,2457718239
1669,3038250962,3066048441,2961176808
1670,2478053780,1346349278,995270101
1671,927453135,3076854042,3901696231
1672,246845735,4175635882,3245450808
1673,2405237158,1131306088,2493899761
1674,2387810551,2145580218,2082486347
